	mmseqs_cluster	unclustered	foldseek_cluster	mmseqs_unclustered
265	A0A2U1T4Z6	A0A2U1T4Z6	A0A2U1T4Z6	A0A2U1T4Z6
266	A0A2U1T4Z6	A0A7G7CNC7	A0A2U1T4Z6	A0A2U1T4Z6
267	A0A2U1T4Z6	A0A4P7QE55	A0A2U1T4Z6	A0A2U1T4Z6
268	A0A2U1T4Z6	A0A097IEB5	A0A2U1T4Z6	A0A2U1T4Z6
269	A0A2U1T4Z6	A0A847HDK5	A0A2U1T4Z6	A0A2U1T4Z6
270	A0A2U1T4Z6	A0A7X8MUM6	A0A2U1T4Z6	A0A2U1T4Z6
271	A0A2U1T4Z6	A0A6B8VRI6	A0A2U1T4Z6	A0A2U1T4Z6
272	A0A2U1T4Z6	A0A3R9ZYS2	A0A2U1T4Z6	A0A2U1T4Z6
273	A0A2U1T4Z6	A0A1X7JF46	A0A2U1T4Z6	A0A2U1T4Z6
274	A0A2U1T4Z6	A0A0B6TJT4	A0A2U1T4Z6	A0A2U1T4Z6
275	A0A2U1T4Z6	S5SSS9	A0A2U1T4Z6	A0A2U1T4Z6
276	A0A2U1T4Z6	A0A7X6PPK7	A0A2U1T4Z6	A0A2U1T4Z6
277	A0A371PLL5	A0A371PLL5	A0A2T0B734	A0A371PLL5
278	A0A376H0U5	A0A376H0U5	R5UHX4	A0A376H0U5
279	A0A379AHB8	A0A379AHB8	A0A379AHB8	A0A379AHB8
280	A0A1G9HIN9	A0A1G9HIN9	A0A561VCP0	A0A1G9HIN9
281	A0A1G9HIN9	UPI000B899644	A0A561VCP0	A0A1G9HIN9
282	A0A1H0YGP0	A0A1H0YGP0	A0A4R2LZN7	A0A1H0YGP0
283	A0A1H9SDJ7	A0A1H9SDJ7	A0A1I3K6S5	A0A1H9SDJ7
284	A0A1I2Q4L5	A0A1I2Q4L5	A0A1C5M470	A0A1I2Q4L5
285	A0A1M6IA96	A0A1M6IA96	A0A1M6IA96	A0A1M6IA96
286	A0A1S8TS17	A0A1S8TS17	A0A1S8TS17	A0A1S8TS17
287	A0A1V4IP37	A0A1V4IP37	A0A173TGS3	A0A1V4IP37
288	A0A1Y6ELU6	A0A1Y6ELU6		
289	A0A2S6GF21	A0A2S6GF21	A0A561VCP0	A0A2S6GF21
290	A0A2X2WXB5	A0A2X2WXB5	A0A2X2WXB5	A0A2X2WXB5
291	A0A2Z4LQ76	A0A2Z4LQ76	A0A2Z4LQ76	A0A2Z4LQ76
292	A0A318KQY6	A0A318KQY6	E2SI43	A0A318KQY6
293	A0A381AFI0	A0A381AFI0	D6KPJ5	A0A381AFI0
294	A0A381AFI0	J9UJB0	D6KPJ5	A0A381AFI0
295	A0A381AFI0	K0JGU5	D6KPJ5	A0A381AFI0
296	A0A381AFI0	A0A3B6VSD9	D6KPJ5	A0A381AFI0
297	A0A381AFI0	D8IBV4	D6KPJ5	A0A381AFI0
298	A0A4Q7PKC6	A0A4Q7PKC6	R5YF76	A0A4Q7PKC6
299	UPI002105DEFC	UPI002105DEFC		
300	W7Y0R1	W7Y0R1	W7Y0R1	W7Y0R1
301	A0A0C1QYM8	A0A0C1QYM8	S6EJE2	A0A0C1QYM8
302	A0A0C1QYM8	B1IM53	S6EJE2	A0A0C1QYM8
303	A0A0C1QYM8	A0A0S6U6I0	S6EJE2	A0A0C1QYM8
304	A0A0C1QYM8	A0A1L3NJQ7	S6EJE2	A0A0C1QYM8
305	A0A0C1QYM8	J7T0K8	S6EJE2	A0A0C1QYM8
306	A0A0C1QYM8	A7GE28	S6EJE2	A0A0C1QYM8
307	A0A0C1QYM8	A0A1J1CZV3	S6EJE2	A0A0C1QYM8
308	A0A0C1QYM8	M1ZNN7	S6EJE2	A0A0C1QYM8
309	A0A0C1QYM8	A0A0E3M7H0	S6EJE2	A0A0C1QYM8
310	A0A0G1FTE9	A0A0G1FTE9	D6KPJ5	A0A0G1FTE9
311	A0A0J8J8Z6	A0A0J8J8Z6	H1GCY0	A0A0J8J8Z6
312	A0A0Q0V6X2	A0A0Q0V6X2	A0A7C7JTV7	A0A0Q0V6X2
313	A0A0R1WC41	A0A0R1WC41	D7V161	A0A0R1WC41
314	A0A0R1WC41	E3C5P9	D7V161	A0A0R1WC41
315	A0A0R1WC41	C8PA17	D7V161	A0A0R1WC41
316	A0A0R1WC41	C8PA18	D7V161	A0A0R1WC41
317	A0A0R1WC41	A0A0R1XBY8	D7V161	A0A0R1WC41
318	A0A0T9L3Y6	A0A0T9L3Y6	A0A0T9L3Y6	A0A0T9L3Y6
319	A0A0T9L3Y6	A0A083ZXW1	A0A0T9L3Y6	A0A0T9L3Y6
320	A0A173QSZ7	A0A173QSZ7	U2T162	A0A173QSZ7
321	A0A1C5V1M8	A0A1C5V1M8	A0A1I3K6S5	A0A1C5V1M8
322	A0A1C6F2R9	A0A1C6F2R9	A0A1C6F2R9	A0A1C6F2R9
323	A0A1E7D8L7	A0A1E7D8L7	T2RE69	A0A1E7D8L7
324	A0A1F0G6R2	A0A1F0G6R2	A0A7C1VDL4	A0A1F0G6R2
325	A0A1G4PUM6	A0A1G4PUM6	A0A1G4PUM6	A0A1G4PUM6
326	A0A1H7I721	A0A1H7I721	A0A1Y4H2B8	A0A1H7I721
327	A0A1H7I721	A0A7W5YL23	A0A1Y4H2B8	A0A1H7I721
328	A0A1H7I721	D2B8I8	A0A1Y4H2B8	A0A1H7I721
329	A0A1H7I721	A0A285QVU7	A0A1Y4H2B8	A0A1H7I721
330	A0A1H7I721	A0A495TJE3	A0A1Y4H2B8	A0A1H7I721
331	A0A1H7I721	A0A841FCP2	A0A1Y4H2B8	A0A1H7I721
332	A0A1H7I721	A0A8J3M4D7	A0A1Y4H2B8	A0A1H7I721
333	A0A1H7I721	A0A1G8V757	A0A1Y4H2B8	A0A1H7I721
334	A0A1H7I721	A0A2T0RJN0	A0A1Y4H2B8	A0A1H7I721
335	A0A1H7I721	A0A919SD62	A0A1Y4H2B8	A0A1H7I721
336	A0A1H7I721	A0A561EXU2	A0A1Y4H2B8	A0A1H7I721
337	A0A1H7I721	A0A7W7SJU3	A0A1Y4H2B8	A0A1H7I721
338	A0A1H7I721	A0A2A3HZ33	A0A1Y4H2B8	A0A1H7I721
339	A0A1H7I721	A0A1H2BEY6	A0A1Y4H2B8	A0A1H7I721
340	A0A1H7I721	A0A7W8AEB8	A0A1Y4H2B8	A0A1H7I721
341	A0A1H7I721	A0A8J7KIU7	A0A1Y4H2B8	A0A1H7I721
342	A0A1H7I721	A0A542XH31	A0A1Y4H2B8	A0A1H7I721
343	A0A1H7I721	A0A7W0HV31	A0A1Y4H2B8	A0A1H7I721
344	A0A1I3DJ44	A0A1I3DJ44	A0A1I3DJ44	A0A1I3DJ44
345	A0A1M6MQ91	A0A1M6MQ91	A0A1Y4H2B8	A0A1M6MQ91
346	A0A1T4LRV7	A0A1T4LRV7	A0A1T4LRV7	A0A1T4LRV7
347	A0A1V4SU15	A0A1V4SU15	A0A1V4SU15	A0A1V4SU15
348	A0A1Y3WIU4	A0A1Y3WIU4	A0A1Y3WIU4	A0A1Y3WIU4
349	A0A2E0CX49	A0A2E0CX49		
350	A0A2E0CX49	A0A2E0PI54		
351	A0A2E0CX49	A0A520WHQ3		
352	A0A2S3U945	A0A2S3U945	A0A2S3U945	A0A2S3U945
353	A0A377KMG8	A0A377KMG8	A0A377KMG8	A0A377KMG8
354	A0A377KMG8	A0A6B9XUJ5	A0A377KMG8	A0A377KMG8
355	A0A377KMG8	A0A377L1H5	A0A377KMG8	A0A377KMG8
356	A0A380E5G1	A0A380E5G1	A0A380E5G1	A0A380E5G1
357	A0A482G4C5	A0A482G4C5	A0A5P3IEM7	A0A482G4C5
358	A0A4Q3LL72	A0A4Q3LL72	A0A3M2JPR2	A0A4Q3LL72
359	A0A4Y1ZAY8	A0A4Y1ZAY8	A0A4Y1ZAY8	A0A4Y1ZAY8
360	A0A5Q4F789	A0A5Q4F789	A0A2G4HE76	A0A5Q4F789
361	A0A5Q4F789	A0A371QQR6	A0A2G4HE76	A0A5Q4F789
362	A0A5Q4F789	A0A6I7NUQ8	A0A2G4HE76	A0A5Q4F789
363	A0A5Q4F789	A0A651G176	A0A2G4HE76	A0A5Q4F789
364	A0A5Q4F789	A0A2N0VKX5	A0A2G4HE76	A0A5Q4F789
365	A0A5Q4F789	A0A2D7AG87	A0A2G4HE76	A0A5Q4F789
366	A0A5Q4F789	A0A2E9UGJ8	A0A2G4HE76	A0A5Q4F789
367	A0A5Q4F789	A0A2A5Y0R8	A0A2G4HE76	A0A5Q4F789
368	A0A5Q4F789	A0A2E6N3T3	A0A2G4HE76	A0A5Q4F789
369	A0A5Q4F789	A0A6A8Q9T4	A0A2G4HE76	A0A5Q4F789
370	A0A5Q4F789	A0A3M8FPT6	A0A2G4HE76	A0A5Q4F789
371	A0A5Q4F789	A0A2D9FXQ0	A0A2G4HE76	A0A5Q4F789
372	A0A5Q4F789	A0A2D8CFD6	A0A2G4HE76	A0A5Q4F789
373	A0A5Q4F789	A0A2A2GFW7	A0A2G4HE76	A0A5Q4F789
374	A0A5Q4F789	A0A2T4XEZ5	A0A2G4HE76	A0A5Q4F789
375	A0A651HS17	A0A651HS17	A0A2G4HE76	A0A651HS17
376	A0A651HS17	A0A964PYE3	A0A2G4HE76	A0A651HS17
377	A0A651HS17	A0A964V5R4	A0A2G4HE76	A0A651HS17
378	A0A651HS17	A0A6C1NMQ8	A0A2G4HE76	A0A651HS17
379	A0A651HS17	A0A651DM73	A0A2G4HE76	A0A651HS17
380	A0A651HS17	A0A651HBB1	A0A2G4HE76	A0A651HS17
381	A0A651HS17	A0A7C7I499	A0A2G4HE76	A0A651HS17
382	A0A651HS17	A0A7C7NQU8	A0A2G4HE76	A0A651HS17
383	A0A651HS17	A0A2E7U4K4	A0A2G4HE76	A0A651HS17
384	A0A651HS17	A0A7C7T803	A0A2G4HE76	A0A651HS17
385	A0A651HS17	A0A2D8WD57	A0A2G4HE76	A0A651HS17
386	A0A651HS17	A0A2E9LUS1	A0A2G4HE76	A0A651HS17
387	A0A651HS17	A0A7Z9JPE8	A0A2G4HE76	A0A651HS17
