	mmseqs_cluster	unclustered	foldseek_cluster	mmseqs_unclustered
259	A0A4Q0M8M5	UPI00122FC551	A0A3N5BAA3	A0A4Q0M8M5
260	A0A4Q0M8M5	A0A4V5MPN5	A0A3N5BAA3	A0A4Q0M8M5
261	A0A4Q0M8M5	UPI00106513D8	A0A3N5BAA3	A0A4Q0M8M5
262	A0A4Q0M8M5	UPI00214D1FFC	A0A3N5BAA3	A0A4Q0M8M5
263	A0A4Q0M8M5	A0A1H7VJ41	A0A3N5BAA3	A0A4Q0M8M5
264	A0A4Q0M8M5	A0A4R1LX02	A0A3N5BAA3	A0A4Q0M8M5
265	A0A4Q0M8M5	UPI001D111DC7	A0A3N5BAA3	A0A4Q0M8M5
266	A0A4Q0M8M5	UPI00214DCBE0	A0A3N5BAA3	A0A4Q0M8M5
267	A0A4Q0M8M5	A0A7G9BN55	A0A3N5BAA3	A0A4Q0M8M5
268	A0A4Q0M8M5	A0A1X7L098	A0A3N5BAA3	A0A4Q0M8M5
269	A0A4Q0M8M5	A0A5Q0QFQ0	A0A3N5BAA3	A0A4Q0M8M5
270	A0A4Q0M8M5	A0A2S9J2J3	A0A3N5BAA3	A0A4Q0M8M5
271	A0A4Q0M8M5	A0A4R3VVH6	A0A3N5BAA3	A0A4Q0M8M5
272	A0A4Q0M8M5	A0A2S9JGL5	A0A3N5BAA3	A0A4Q0M8M5
273	A0A4Q0M8M5	A0A1I6UKD3	A0A3N5BAA3	A0A4Q0M8M5
274	A0A4Q0M8M5	A0A1R4KT57	A0A3N5BAA3	A0A4Q0M8M5
275	A0A4Q0M8M5	A0A3N7H435	A0A3N5BAA3	A0A4Q0M8M5
276	A0A4Q0M8M5	U2HHG9	A0A3N5BAA3	A0A4Q0M8M5
277	A0A4Q0M8M5	UPI00082B09E7	A0A3N5BAA3	A0A4Q0M8M5
278	A0A4Q0M8M5	UPI001BAE57E1	A0A3N5BAA3	A0A4Q0M8M5
279	A0A4Q0M8M5	UPI0021CA0116	A0A3N5BAA3	A0A4Q0M8M5
280	A0A4Q0M8M5	UPI00112ED7B2	A0A3N5BAA3	A0A4Q0M8M5
281	A0A4Q0M8M5	UPI001CE1CF3F	A0A3N5BAA3	A0A4Q0M8M5
282	A0A4Q0M8M5	UPI0013EF23D9	A0A3N5BAA3	A0A4Q0M8M5
283	A0A4Q0M8M5	A0A9D1W9S8	A0A3N5BAA3	A0A4Q0M8M5
284	A0A4Q0M8M5	A0A2T8HFK7	A0A3N5BAA3	A0A4Q0M8M5
285	A0A4Q0M8M5	UPI001680DC2C	A0A3N5BAA3	A0A4Q0M8M5
286	A0A4Q0M8M5	A0A5S5DJ18	A0A3N5BAA3	A0A4Q0M8M5
287	A0A4Q0M8M5	A0A6M1E2F6	A0A3N5BAA3	A0A4Q0M8M5
288	A0A4Q0M8M5	F4CE37	A0A3N5BAA3	A0A4Q0M8M5
289	A0A4Q0M8M5	A0A1T4ZXD0	A0A3N5BAA3	A0A4Q0M8M5
290	A0A4Q0M8M5	A0A6M1N2D7	A0A3N5BAA3	A0A4Q0M8M5
291	A0A4Q0M8M5	A0A917HKQ6	A0A3N5BAA3	A0A4Q0M8M5
292	A0A4Q0M8M5	UPI0018CA6826	A0A3N5BAA3	A0A4Q0M8M5
293	A0A4Q0M8M5	UPI0020204FD7	A0A3N5BAA3	A0A4Q0M8M5
294	A0A4Q0M8M5	A0A1I3LHR5	A0A3N5BAA3	A0A4Q0M8M5
295	A0A4Q0M8M5	UPI0013FD8341	A0A3N5BAA3	A0A4Q0M8M5
296	A0A4Q0M8M5	A0A6M1NMC6	A0A3N5BAA3	A0A4Q0M8M5
297	A0A4Q0M8M5	UPI002366E56A	A0A3N5BAA3	A0A4Q0M8M5
298	A0A4Q0M8M5	A0A7K1Y371	A0A3N5BAA3	A0A4Q0M8M5
299	A0A4Q0M8M5	UPI001909EEE1	A0A3N5BAA3	A0A4Q0M8M5
300	A0A4Q0M8M5	A0A7K0FQZ5	A0A3N5BAA3	A0A4Q0M8M5
301	A0A4Q0M8M5	A0A179DHZ1	A0A3N5BAA3	A0A4Q0M8M5
302	A0A4Q0M8M5	UPI0002FF0A34	A0A3N5BAA3	A0A4Q0M8M5
303	A0A4Q0M8M5	A0A924RYI8	A0A3N5BAA3	A0A4Q0M8M5
304	A0A4Q0M8M5	UPI0016261329	A0A3N5BAA3	A0A4Q0M8M5
305	A0A4Q0M8M5	UPI001659F111	A0A3N5BAA3	A0A4Q0M8M5
306	A0A4Q0M8M5	UPI0015D49F43	A0A3N5BAA3	A0A4Q0M8M5
307	A0A4Q0M8M5	A0A4U9JBM0	A0A3N5BAA3	A0A4Q0M8M5
308	A0A4Q0M8M5	D7VLB8	A0A3N5BAA3	A0A4Q0M8M5
309	A0A4Q0M8M5	A0A1H5SN10	A0A3N5BAA3	A0A4Q0M8M5
310	A0A4Q0M8M5	UPI0012E0DA4E	A0A3N5BAA3	A0A4Q0M8M5
311	A0A4Q0M8M5	UPI0022DD2C1F	A0A3N5BAA3	A0A4Q0M8M5
312	A0A4Q0M8M5	A0A239X279	A0A3N5BAA3	A0A4Q0M8M5
313	A0A4Q0M8M5	A0A8H9KT15	A0A3N5BAA3	A0A4Q0M8M5
314	A0A4Q0M8M5	A0A928UXR9	A0A3N5BAA3	A0A4Q0M8M5
315	A0A4Q0M8M5	UPI0018CB1DA6	A0A3N5BAA3	A0A4Q0M8M5
316	A0A4Q0M8M5	A0A9E8PTB7	A0A3N5BAA3	A0A4Q0M8M5
317	A0A4Q0M8M5	UPI00110C802B	A0A3N5BAA3	A0A4Q0M8M5
318	A0A4Q0M8M5	A0A925Z5Y1	A0A3N5BAA3	A0A4Q0M8M5
319	A0A4Q0M8M5	UPI00210E372D	A0A3N5BAA3	A0A4Q0M8M5
320	A0A4Q0M8M5	A0A7K1Y4K3	A0A3N5BAA3	A0A4Q0M8M5
321	A0A4Q0M8M5	A0A3D3PD23	A0A3N5BAA3	A0A4Q0M8M5
322	A0A4Q0M8M5	A0A5D8YKZ3	A0A3N5BAA3	A0A4Q0M8M5
323	A0A4Q0M8M5	A0A7Y3RZV3	A0A3N5BAA3	A0A4Q0M8M5
324	A0A4Q0M8M5	UPI001E2DBD60	A0A3N5BAA3	A0A4Q0M8M5
325	A0A4Q0M8M5	A0A7Y3WBN3	A0A3N5BAA3	A0A4Q0M8M5
326	A0A4Q0M8M5	A0A4R3L0L0	A0A3N5BAA3	A0A4Q0M8M5
327	A0A4Q0M8M5	A0A521CJ54	A0A3N5BAA3	A0A4Q0M8M5
328	A0A4Q0M8M5	UPI000DE4E859	A0A3N5BAA3	A0A4Q0M8M5
329	A0A4Q0M8M5	A0A285ZZH3	A0A3N5BAA3	A0A4Q0M8M5
330	A0A4Q0M8M5	UPI000DE2F837	A0A3N5BAA3	A0A4Q0M8M5
331	A0A4Q0M8M5	A0A520E9H9	A0A3N5BAA3	A0A4Q0M8M5
332	A0A4Q0M8M5	A0A7X0J575	A0A3N5BAA3	A0A4Q0M8M5
333	A0A4Q0M8M5	UPI001F51C7C5	A0A3N5BAA3	A0A4Q0M8M5
334	A0A4Q0M8M5	UPI001AEDB037	A0A3N5BAA3	A0A4Q0M8M5
335	A0A4Q0M8M5	UPI001356FE1E	A0A3N5BAA3	A0A4Q0M8M5
336	A0A4Q0M8M5	UPI0020C13941	A0A3N5BAA3	A0A4Q0M8M5
337	A0A4Q0M8M5	A0A917N368	A0A3N5BAA3	A0A4Q0M8M5
338	A0A4Q0M8M5	UPI00131B20B1	A0A3N5BAA3	A0A4Q0M8M5
339	A0A4Q0M8M5	A0A1V3MXE0	A0A3N5BAA3	A0A4Q0M8M5
340	A0A4Q0M8M5	A0A1H7SDN9	A0A3N5BAA3	A0A4Q0M8M5
341	A0A4Q0M8M5	A0A8T4HCL8	A0A3N5BAA3	A0A4Q0M8M5
342	A0A4Q0M8M5	A0A358XMX4	A0A3N5BAA3	A0A4Q0M8M5
343	A0A4Q0M8M5	A0A349QY41	A0A3N5BAA3	A0A4Q0M8M5
344	A0A4Q0M8M5	A0A4V6KQM5	A0A3N5BAA3	A0A4Q0M8M5
345	A0A4Q0M8M5	A0A7G5E886	A0A3N5BAA3	A0A4Q0M8M5
346	A0A4Q0M8M5	UPI001F3EC315	A0A3N5BAA3	A0A4Q0M8M5
347	A0A4Q0M8M5	A0A1I1F4Z8	A0A3N5BAA3	A0A4Q0M8M5
348	A0A4Q0M8M5	A0A6G7C5F8	A0A3N5BAA3	A0A4Q0M8M5
349	A0A4Q0M8M5	UPI000FA6054C	A0A3N5BAA3	A0A4Q0M8M5
350	A0A4Q0M8M5	A0A0M2XXB3	A0A3N5BAA3	A0A4Q0M8M5
351	A0A4Q0M8M5	A0A0M3C9W4	A0A3N5BAA3	A0A4Q0M8M5
352	A0A4Q0M8M5	UPI0015579763	A0A3N5BAA3	A0A4Q0M8M5
353	A0A4Q0M8M5	A0A420AY53	A0A3N5BAA3	A0A4Q0M8M5
354	A0A4Q0M8M5	A0A088F231	A0A3N5BAA3	A0A4Q0M8M5
355	A0A4Q0M8M5	A0A077XXI4	A0A3N5BAA3	A0A4Q0M8M5
356	A0A4Q0M8M5	A0A1F2KEX0	A0A3N5BAA3	A0A4Q0M8M5
357	A0A4Q0M8M5	UPI0021690D0E	A0A3N5BAA3	A0A4Q0M8M5
358	A0A4Q0M8M5	A0A2H9VS27	A0A3N5BAA3	A0A4Q0M8M5
359	A0A4Q0M8M5	A0A3C1BJY5	A0A3N5BAA3	A0A4Q0M8M5
360	A0A4Q0M8M5	A0A562TM15	A0A3N5BAA3	A0A4Q0M8M5
361	A0A4Q0M8M5	UPI0016801CC2	A0A3N5BAA3	A0A4Q0M8M5
362	A0A4Q0M8M5	UPI00227CFD81	A0A3N5BAA3	A0A4Q0M8M5
363	A0A4Q0M8M5	A0A4Q6XNE7	A0A3N5BAA3	A0A4Q0M8M5
364	A0A4Q0M8M5	A0A4U0H8P0	A0A3N5BAA3	A0A4Q0M8M5
365	A0A4Q0M8M5	A0A5D4H8U3	A0A3N5BAA3	A0A4Q0M8M5
366	A0A4Q0M8M5	A0A6M1NJS1	A0A3N5BAA3	A0A4Q0M8M5
367	A0A4Q0M8M5	H8KN87	A0A3N5BAA3	A0A4Q0M8M5
368	A0A4Q0M8M5	UPI00208F68A3	A0A3N5BAA3	A0A4Q0M8M5
369	A0A4Q0M8M5	A0A2S5AB86	A0A3N5BAA3	A0A4Q0M8M5
370	A0A4Q0M8M5	UPI001EDB4312	A0A3N5BAA3	A0A4Q0M8M5
371	A0A4Q0M8M5	A0A5C7UL78	A0A3N5BAA3	A0A4Q0M8M5
372	A0A4Q0M8M5	UPI0023EA9DB4	A0A3N5BAA3	A0A4Q0M8M5
373	A0A4Q0M8M5	A0A924ZJB3	A0A3N5BAA3	A0A4Q0M8M5
374	A0A4Q0M8M5	UPI001A958358	A0A3N5BAA3	A0A4Q0M8M5
375	A0A4Q0M8M5	UPI00210D6BD3	A0A3N5BAA3	A0A4Q0M8M5
376	A0A4Q0M8M5	UPI001A95915F	A0A3N5BAA3	A0A4Q0M8M5
377	A0A4Q0M8M5	UPI001A963FAE	A0A3N5BAA3	A0A4Q0M8M5
378	A0A4Q0M8M5	UPI001FD6C0C0	A0A3N5BAA3	A0A4Q0M8M5
379	A0A4Q0M8M5	A0A1Q6A2W7	A0A3N5BAA3	A0A4Q0M8M5
380	A0A4Q0M8M5	UPI002365E8F4	A0A3N5BAA3	A0A4Q0M8M5
381	A0A4Q0M8M5	UPI001E2C2B89	A0A3N5BAA3	A0A4Q0M8M5
382	A0A4Q0M8M5	A0A4Q5LLD8	A0A3N5BAA3	A0A4Q0M8M5
383	A0A4Q0M8M5	A0A3S2UJF4	A0A3N5BAA3	A0A4Q0M8M5
384	A0A4Q0M8M5	UPI001E297D68	A0A3N5BAA3	A0A4Q0M8M5
385	A0A4Q0M8M5	F0S5N6	A0A3N5BAA3	A0A4Q0M8M5
386	A0A4Q0M8M5	A0A4R7D485	A0A3N5BAA3	A0A4Q0M8M5
387	A0A4Q0M8M5	UPI00167B7B1B	A0A3N5BAA3	A0A4Q0M8M5
388	A0A4Q0M8M5	UPI0015542CC4	A0A3N5BAA3	A0A4Q0M8M5
389	A0A4Q0M8M5	A0A0B8T0T9	A0A3N5BAA3	A0A4Q0M8M5
390	A0A4Q0M8M5	UPI00084D0719	A0A3N5BAA3	A0A4Q0M8M5
391	A0A4Q0M8M5	A0A2T0U930	A0A3N5BAA3	A0A4Q0M8M5
392	A0A4Q0M8M5	R9H2L6	A0A3N5BAA3	A0A4Q0M8M5
393	A0A4Q0M8M5	A0A1C2GMD5	A0A3N5BAA3	A0A4Q0M8M5
394	A0A4Q0M8M5	UPI001C5E9ABC	A0A3N5BAA3	A0A4Q0M8M5
395	A0A4Q0M8M5	A0A495JAL1	A0A3N5BAA3	A0A4Q0M8M5
396	A0A535N026	A0A535N026	A0A535N026	A0A535N026
397	A0A535N026	A0A535TZB2	A0A535N026	A0A535N026
398	A0A535N026	A0A536PHS8	A0A535N026	A0A535N026
399	A0A535N026	A0A535YU82	A0A535N026	A0A535N026
400	A0A535N026	A0A2W5ZTW6	A0A535N026	A0A535N026
401	A0A535N026	A0A934K8S5	A0A535N026	A0A535N026
402	A0A6A7LW30	A0A6A7LW30	A0A3N5BAA3	A0A6A7LW30
403	A0A6A7LW30	A0A964KMS2	A0A3N5BAA3	A0A6A7LW30
404	A0A6A7LW30	A0A8T3NQZ7	A0A3N5BAA3	A0A6A7LW30
405	A0A6A7LW30	A0A7C4Z4V4	A0A3N5BAA3	A0A6A7LW30
406	A0A6A7LW30	A0A3M1XET2	A0A3N5BAA3	A0A6A7LW30
407	A0A6A7LW30	UPI00145F1D2C	A0A3N5BAA3	A0A6A7LW30
408	A0A6A7LW30	A0A915V2D7	A0A3N5BAA3	A0A6A7LW30
409	A0A6A7LW30	A0A957F8I4	A0A3N5BAA3	A0A6A7LW30
410	A0A6A7LW30	A0A957D3H5	A0A3N5BAA3	A0A6A7LW30
