	unclustered	mmseqs_cluster	foldseek_cluster
116	A0A661MU85	A0A932D3S5	
117	A0A520YJY1	A0A932D3S5	
118	A0A661NBH6	A0A932D3S5	
119	A0A7Y2BJP5	A0A932D3S5	
120	A0A524P3V0	A0A932D3S5	
121	A0A661N1L2	A0A932D3S5	
122	A0A2D9T2E4	A0A932D3S5	
123	A0A956CNT1	A0A932D3S5	
124	A0A955W0L6	A0A932D3S5	
125	A0A2D5ELV1	A0A932D3S5	
126	A0A356TGL9	A0A932D3S5	
127	UPI001F01F74B	A0A932D3S5	
128	A0A0F6YK23	A0A932D3S5	
129	A0A972I9F8	A0A932D3S5	
130	A0A7Y3FJZ9	A0A932D3S5	
131	A0A956BUC0	A0A932D3S5	
132	A0A956ANL7	A0A932D3S5	
133	A0A521UF91	A0A932D3S5	
134	A0A937UCH2	A0A937UCH2	
135	A0A0S8E6C4	A0A937UCH2	
136	A0A940K0I3	A0A940K0I3	
137	A0A956TG33	A0A956TG33	
138	A0A970XN41	A0A970XN41	
139	A0A9D1MHP5	A0A970XN41	
140	A0A940ID25	A0A970XN41	
141	A0A9D1NCG9	A0A970XN41	
142	A0A7C6TNN5	A0A970XN41	
143	A0A970RPG1	A0A970XN41	
144	UPI001CC4486C	UPI001CC4486C	
145	A0A5J5HVS6	UPI001CC4486C	
146	UPI00216173EA	UPI001CC4486C	
147	E5WJV8	UPI001CC4486C	
148	UPI002161CE35	UPI001CC4486C	
149	UPI0023DAD920	UPI001CC4486C	
150	A0A169FTZ1	UPI001CC4486C	
151	A0A366K3I6	UPI001CC4486C	
152	UPI0009BADF8E	UPI001CC4486C	
153	UPI002162A6DE	UPI001CC4486C	
154	A0A2V3A159	UPI001CC4486C	
155	A0A7V7UY74	UPI001CC4486C	
156	UPI001FB46C2D	UPI001CC4486C	
157	UPI0008D8DA23	UPI001CC4486C	
158	A0A562JDR8	UPI001CC4486C	
159	UPI0008355184	UPI001CC4486C	
160	UPI002079807F	UPI001CC4486C	
161	UPI001BDF19F7	UPI001CC4486C	
162	UPI0022280F42	UPI001CC4486C	
163	UPI0004797C5C	UPI001CC4486C	
164	A0A0M0GDQ5	UPI001CC4486C	
165	UPI00222F96DA	UPI001CC4486C	
166	A0A6L5B7K2	UPI001CC4486C	
167	W7KVA1	UPI001CC4486C	
168	A0A380XUP4	UPI001CC4486C	
169	UPI00064F82ED	UPI001CC4486C	
170	UPI000480ED34	UPI001CC4486C	
171	UPI00203CF370	UPI001CC4486C	
172	UPI00177A8E26	UPI001CC4486C	
173	UPI001CD760D5	UPI001CC4486C	
174	UPI000A06E474	UPI001CC4486C	
175	A0A385NZM8	UPI001CC4486C	
176	I3DW08	UPI001CC4486C	
177	UPI00203F0DD3	UPI001CC4486C	
178	UPI001F2D3D55	UPI001CC4486C	
179	A0A2N5GIT7	UPI001CC4486C	
180	A0A2N5GCF1	UPI001CC4486C	
181	A0A941GFT1	UPI001CC4486C	
182	A0A268FCB7	UPI001CC4486C	
183	UPI001F2BA56B	UPI001CC4486C	
184	UPI0015600574	UPI001CC4486C	
185	A0A0J1IK95	UPI001CC4486C	
186	UPI0015609209	UPI001CC4486C	
187	UPI0004E0C05A	UPI001CC4486C	
188	UPI00203D4899	UPI001CC4486C	
189	R9C4C6	UPI001CC4486C	
190	UPI0020C1B434	UPI001CC4486C	
191	UPI000BA7E38C	UPI001CC4486C	
192	A0A6I1EUR5	UPI001CC4486C	
193	A0A7X0HT89	UPI001CC4486C	
194	UPI0008F93A08	UPI001CC4486C	
195	UPI0019D2D703	UPI001CC4486C	
196	A0A2N0ZLP3	UPI001CC4486C	
197	UPI002040712C	UPI001CC4486C	
198	UPI000AE2B498	UPI001CC4486C	
199	UPI000416C9DB	UPI001CC4486C	
200	A0A934J4Q2	UPI001CC4486C	
201	A0A919Z9V0	UPI001CC4486C	
202	A0A0M2PHF5	UPI001CC4486C	
203	A0A0M0LBZ6	UPI001CC4486C	
204	UPI001A9FC6C7	UPI001CC4486C	
205	UPI001CFA8D53	UPI001CC4486C	
206	UPI001EF96D1F	UPI001CC4486C	
207	UPI00203A9519	UPI001CC4486C	
208	UPI001F2249EB	UPI001CC4486C	
209	UPI001FED179B	UPI001CC4486C	
210	UPI0015F9329A	UPI001CC4486C	
211	UPI000AF3E97C	UPI001CC4486C	
212	UPI001FF87012	UPI001CC4486C	
213	A0A941FL71	UPI001CC4486C	
214	UPI001CC37A3E	UPI001CC4486C	
215	UPI001F24B4AA	UPI001CC4486C	
216	UPI00201DB0E2	UPI001CC4486C	
217	UPI00203B7732	UPI001CC4486C	
218	UPI000400FB32	UPI001CC4486C	
219	A0A179T0S5	UPI001CC4486C	
220	UPI0021F3F465	UPI001CC4486C	
221	UPI000D7294A9	UPI001CC4486C	
222	UPI001CFF3089	UPI001CC4486C	
223	UPI001F5984CE	UPI001CC4486C	
224	UPI001EFF6916	UPI001CC4486C	
225	UPI000A47B669	UPI001CC4486C	
226	A0A2C1JFE2	UPI001CC4486C	
227	UPI0020A71EC5	UPI001CC4486C	
228	UPI001FCFED8A	UPI001CC4486C	
229	UPI001FD37294	UPI001CC4486C	
230	UPI001F402FAF	UPI001F402FAF	
231	UPI0023795171	UPI0023795171	
232	A0A094INX1	A0A094INX1	A0A1T5EPH1
233	A0A7L7KQ39	A0A094INX1	A0A1T5EPH1
234	A0A2A1ZTC8	A0A094INX1	A0A1T5EPH1
235	A0A088T068	A0A094INX1	A0A1T5EPH1
236	A0A6I7NRZ4	A0A094INX1	A0A1T5EPH1
237	A0A1G1IJC6	A0A1G1IJC6	A0A3N5BAA3
238	A0A1G4Q4B7	A0A1G4Q4B7	A0A7X8W0T6
239	A0A1I0M9Z6	A0A1G4Q4B7	A0A7X8W0T6
240	A0A1W1YH85	A0A1G4Q4B7	A0A7X8W0T6
241	UPI00068F165C	A0A1G4Q4B7	A0A7X8W0T6
242	A0A1H3DLJ3	A0A1G4Q4B7	A0A7X8W0T6
243	A0A316BE73	A0A1G4Q4B7	A0A7X8W0T6
244	A0A971V644	A0A1G4Q4B7	A0A7X8W0T6
245	A0A939V1L2	A0A1G4Q4B7	A0A7X8W0T6
246	A0A350J6H9	A0A1G4Q4B7	A0A7X8W0T6
247	A0A4Q0M8M5	A0A4Q0M8M5	A0A3N5BAA3
248	A0A2U2PAI7	A0A4Q0M8M5	A0A3N5BAA3
249	A0A5M9HNY5	A0A4Q0M8M5	A0A3N5BAA3
250	UPI00057B9F79	A0A4Q0M8M5	A0A3N5BAA3
251	UPI0003FADE25	A0A4Q0M8M5	A0A3N5BAA3
252	A0A1H7G581	A0A4Q0M8M5	A0A3N5BAA3
253	UPI00135B7CD1	A0A4Q0M8M5	A0A3N5BAA3
254	UPI001885B6F3	A0A4Q0M8M5	A0A3N5BAA3
255	A0A4P7DUR1	A0A4Q0M8M5	A0A3N5BAA3
256	A0A6N8KXD5	A0A4Q0M8M5	A0A3N5BAA3
257	A0A5C0ZT57	A0A4Q0M8M5	A0A3N5BAA3
258	UPI000E474605	A0A4Q0M8M5	A0A3N5BAA3
259	UPI00122FC551	A0A4Q0M8M5	A0A3N5BAA3
260	A0A4V5MPN5	A0A4Q0M8M5	A0A3N5BAA3
261	UPI00106513D8	A0A4Q0M8M5	A0A3N5BAA3
262	UPI00214D1FFC	A0A4Q0M8M5	A0A3N5BAA3
263	A0A1H7VJ41	A0A4Q0M8M5	A0A3N5BAA3
264	A0A4R1LX02	A0A4Q0M8M5	A0A3N5BAA3
265	UPI001D111DC7	A0A4Q0M8M5	A0A3N5BAA3
266	UPI00214DCBE0	A0A4Q0M8M5	A0A3N5BAA3
267	A0A7G9BN55	A0A4Q0M8M5	A0A3N5BAA3
268	A0A1X7L098	A0A4Q0M8M5	A0A3N5BAA3
269	A0A5Q0QFQ0	A0A4Q0M8M5	A0A3N5BAA3
270	A0A2S9J2J3	A0A4Q0M8M5	A0A3N5BAA3
271	A0A4R3VVH6	A0A4Q0M8M5	A0A3N5BAA3
272	A0A2S9JGL5	A0A4Q0M8M5	A0A3N5BAA3
273	A0A1I6UKD3	A0A4Q0M8M5	A0A3N5BAA3
274	A0A1R4KT57	A0A4Q0M8M5	A0A3N5BAA3
275	A0A3N7H435	A0A4Q0M8M5	A0A3N5BAA3
276	U2HHG9	A0A4Q0M8M5	A0A3N5BAA3
277	UPI00082B09E7	A0A4Q0M8M5	A0A3N5BAA3
278	UPI001BAE57E1	A0A4Q0M8M5	A0A3N5BAA3
279	UPI0021CA0116	A0A4Q0M8M5	A0A3N5BAA3
280	UPI00112ED7B2	A0A4Q0M8M5	A0A3N5BAA3
281	UPI001CE1CF3F	A0A4Q0M8M5	A0A3N5BAA3
282	UPI0013EF23D9	A0A4Q0M8M5	A0A3N5BAA3
283	A0A9D1W9S8	A0A4Q0M8M5	A0A3N5BAA3
284	A0A2T8HFK7	A0A4Q0M8M5	A0A3N5BAA3
285	UPI001680DC2C	A0A4Q0M8M5	A0A3N5BAA3
286	A0A5S5DJ18	A0A4Q0M8M5	A0A3N5BAA3
287	A0A6M1E2F6	A0A4Q0M8M5	A0A3N5BAA3
288	F4CE37	A0A4Q0M8M5	A0A3N5BAA3
289	A0A1T4ZXD0	A0A4Q0M8M5	A0A3N5BAA3
290	A0A6M1N2D7	A0A4Q0M8M5	A0A3N5BAA3
291	A0A917HKQ6	A0A4Q0M8M5	A0A3N5BAA3
292	UPI0018CA6826	A0A4Q0M8M5	A0A3N5BAA3
293	UPI0020204FD7	A0A4Q0M8M5	A0A3N5BAA3
294	A0A1I3LHR5	A0A4Q0M8M5	A0A3N5BAA3
295	UPI0013FD8341	A0A4Q0M8M5	A0A3N5BAA3
296	A0A6M1NMC6	A0A4Q0M8M5	A0A3N5BAA3
297	UPI002366E56A	A0A4Q0M8M5	A0A3N5BAA3
298	A0A7K1Y371	A0A4Q0M8M5	A0A3N5BAA3
299	UPI001909EEE1	A0A4Q0M8M5	A0A3N5BAA3
300	A0A7K0FQZ5	A0A4Q0M8M5	A0A3N5BAA3
301	A0A179DHZ1	A0A4Q0M8M5	A0A3N5BAA3
302	UPI0002FF0A34	A0A4Q0M8M5	A0A3N5BAA3
303	A0A924RYI8	A0A4Q0M8M5	A0A3N5BAA3
304	UPI0016261329	A0A4Q0M8M5	A0A3N5BAA3
305	UPI001659F111	A0A4Q0M8M5	A0A3N5BAA3
306	UPI0015D49F43	A0A4Q0M8M5	A0A3N5BAA3
307	A0A4U9JBM0	A0A4Q0M8M5	A0A3N5BAA3
308	D7VLB8	A0A4Q0M8M5	A0A3N5BAA3
309	A0A1H5SN10	A0A4Q0M8M5	A0A3N5BAA3
310	UPI0012E0DA4E	A0A4Q0M8M5	A0A3N5BAA3
311	UPI0022DD2C1F	A0A4Q0M8M5	A0A3N5BAA3
312	A0A239X279	A0A4Q0M8M5	A0A3N5BAA3
313	A0A8H9KT15	A0A4Q0M8M5	A0A3N5BAA3
314	A0A928UXR9	A0A4Q0M8M5	A0A3N5BAA3
315	UPI0018CB1DA6	A0A4Q0M8M5	A0A3N5BAA3
316	A0A9E8PTB7	A0A4Q0M8M5	A0A3N5BAA3
317	UPI00110C802B	A0A4Q0M8M5	A0A3N5BAA3
318	A0A925Z5Y1	A0A4Q0M8M5	A0A3N5BAA3
319	UPI00210E372D	A0A4Q0M8M5	A0A3N5BAA3
320	A0A7K1Y4K3	A0A4Q0M8M5	A0A3N5BAA3
321	A0A3D3PD23	A0A4Q0M8M5	A0A3N5BAA3
322	A0A5D8YKZ3	A0A4Q0M8M5	A0A3N5BAA3
323	A0A7Y3RZV3	A0A4Q0M8M5	A0A3N5BAA3
324	UPI001E2DBD60	A0A4Q0M8M5	A0A3N5BAA3
325	A0A7Y3WBN3	A0A4Q0M8M5	A0A3N5BAA3
326	A0A4R3L0L0	A0A4Q0M8M5	A0A3N5BAA3
327	A0A521CJ54	A0A4Q0M8M5	A0A3N5BAA3
328	UPI000DE4E859	A0A4Q0M8M5	A0A3N5BAA3
329	A0A285ZZH3	A0A4Q0M8M5	A0A3N5BAA3
330	UPI000DE2F837	A0A4Q0M8M5	A0A3N5BAA3
331	A0A520E9H9	A0A4Q0M8M5	A0A3N5BAA3
332	A0A7X0J575	A0A4Q0M8M5	A0A3N5BAA3
333	UPI001F51C7C5	A0A4Q0M8M5	A0A3N5BAA3
334	UPI001AEDB037	A0A4Q0M8M5	A0A3N5BAA3
335	UPI001356FE1E	A0A4Q0M8M5	A0A3N5BAA3
336	UPI0020C13941	A0A4Q0M8M5	A0A3N5BAA3
337	A0A917N368	A0A4Q0M8M5	A0A3N5BAA3
338	UPI00131B20B1	A0A4Q0M8M5	A0A3N5BAA3
339	A0A1V3MXE0	A0A4Q0M8M5	A0A3N5BAA3
340	A0A1H7SDN9	A0A4Q0M8M5	A0A3N5BAA3
341	A0A8T4HCL8	A0A4Q0M8M5	A0A3N5BAA3
342	A0A358XMX4	A0A4Q0M8M5	A0A3N5BAA3
343	A0A349QY41	A0A4Q0M8M5	A0A3N5BAA3
344	A0A4V6KQM5	A0A4Q0M8M5	A0A3N5BAA3
345	A0A7G5E886	A0A4Q0M8M5	A0A3N5BAA3
346	UPI001F3EC315	A0A4Q0M8M5	A0A3N5BAA3
347	A0A1I1F4Z8	A0A4Q0M8M5	A0A3N5BAA3
348	A0A6G7C5F8	A0A4Q0M8M5	A0A3N5BAA3
349	UPI000FA6054C	A0A4Q0M8M5	A0A3N5BAA3
350	A0A0M2XXB3	A0A4Q0M8M5	A0A3N5BAA3
351	A0A0M3C9W4	A0A4Q0M8M5	A0A3N5BAA3
352	UPI0015579763	A0A4Q0M8M5	A0A3N5BAA3
353	A0A420AY53	A0A4Q0M8M5	A0A3N5BAA3
354	A0A088F231	A0A4Q0M8M5	A0A3N5BAA3
355	A0A077XXI4	A0A4Q0M8M5	A0A3N5BAA3
356	A0A1F2KEX0	A0A4Q0M8M5	A0A3N5BAA3
357	UPI0021690D0E	A0A4Q0M8M5	A0A3N5BAA3
358	A0A2H9VS27	A0A4Q0M8M5	A0A3N5BAA3
359	A0A3C1BJY5	A0A4Q0M8M5	A0A3N5BAA3
360	A0A562TM15	A0A4Q0M8M5	A0A3N5BAA3
361	UPI0016801CC2	A0A4Q0M8M5	A0A3N5BAA3
362	UPI00227CFD81	A0A4Q0M8M5	A0A3N5BAA3
363	A0A4Q6XNE7	A0A4Q0M8M5	A0A3N5BAA3
364	A0A4U0H8P0	A0A4Q0M8M5	A0A3N5BAA3
365	A0A5D4H8U3	A0A4Q0M8M5	A0A3N5BAA3
366	A0A6M1NJS1	A0A4Q0M8M5	A0A3N5BAA3
367	H8KN87	A0A4Q0M8M5	A0A3N5BAA3
368	UPI00208F68A3	A0A4Q0M8M5	A0A3N5BAA3
369	A0A2S5AB86	A0A4Q0M8M5	A0A3N5BAA3
370	UPI001EDB4312	A0A4Q0M8M5	A0A3N5BAA3
371	A0A5C7UL78	A0A4Q0M8M5	A0A3N5BAA3
372	UPI0023EA9DB4	A0A4Q0M8M5	A0A3N5BAA3
373	A0A924ZJB3	A0A4Q0M8M5	A0A3N5BAA3
374	UPI001A958358	A0A4Q0M8M5	A0A3N5BAA3
375	UPI00210D6BD3	A0A4Q0M8M5	A0A3N5BAA3
376	UPI001A95915F	A0A4Q0M8M5	A0A3N5BAA3
377	UPI001A963FAE	A0A4Q0M8M5	A0A3N5BAA3
378	UPI001FD6C0C0	A0A4Q0M8M5	A0A3N5BAA3
379	A0A1Q6A2W7	A0A4Q0M8M5	A0A3N5BAA3
380	UPI002365E8F4	A0A4Q0M8M5	A0A3N5BAA3
381	UPI001E2C2B89	A0A4Q0M8M5	A0A3N5BAA3
382	A0A4Q5LLD8	A0A4Q0M8M5	A0A3N5BAA3
383	A0A3S2UJF4	A0A4Q0M8M5	A0A3N5BAA3
384	UPI001E297D68	A0A4Q0M8M5	A0A3N5BAA3
385	F0S5N6	A0A4Q0M8M5	A0A3N5BAA3
386	A0A4R7D485	A0A4Q0M8M5	A0A3N5BAA3
387	UPI00167B7B1B	A0A4Q0M8M5	A0A3N5BAA3
388	UPI0015542CC4	A0A4Q0M8M5	A0A3N5BAA3
389	A0A0B8T0T9	A0A4Q0M8M5	A0A3N5BAA3
390	UPI00084D0719	A0A4Q0M8M5	A0A3N5BAA3
391	A0A2T0U930	A0A4Q0M8M5	A0A3N5BAA3
392	R9H2L6	A0A4Q0M8M5	A0A3N5BAA3
393	A0A1C2GMD5	A0A4Q0M8M5	A0A3N5BAA3
394	UPI001C5E9ABC	A0A4Q0M8M5	A0A3N5BAA3
395	A0A495JAL1	A0A4Q0M8M5	A0A3N5BAA3
396	A0A535N026	A0A535N026	A0A535N026
397	A0A535TZB2	A0A535N026	A0A535N026
398	A0A536PHS8	A0A535N026	A0A535N026
399	A0A535YU82	A0A535N026	A0A535N026
400	A0A2W5ZTW6	A0A535N026	A0A535N026
401	A0A934K8S5	A0A535N026	A0A535N026
402	A0A6A7LW30	A0A6A7LW30	A0A3N5BAA3
403	A0A964KMS2	A0A6A7LW30	A0A3N5BAA3
404	A0A8T3NQZ7	A0A6A7LW30	A0A3N5BAA3
405	A0A7C4Z4V4	A0A6A7LW30	A0A3N5BAA3
406	A0A3M1XET2	A0A6A7LW30	A0A3N5BAA3
407	UPI00145F1D2C	A0A6A7LW30	A0A3N5BAA3
408	A0A915V2D7	A0A6A7LW30	A0A3N5BAA3
409	A0A957F8I4	A0A6A7LW30	A0A3N5BAA3
410	A0A957D3H5	A0A6A7LW30	A0A3N5BAA3
411	A0A957J4C6	A0A6A7LW30	A0A3N5BAA3
412	A0A972S9Z1	A0A6A7LW30	A0A3N5BAA3
413	A0A7V3HH47	A0A6A7LW30	A0A3N5BAA3
414	A0A7C2C4Q2	A0A6A7LW30	A0A3N5BAA3
415	A0A7C2B7Y2	A0A6A7LW30	A0A3N5BAA3
416	A0A3M1HFW3	A0A6A7LW30	A0A3N5BAA3
417	A0A7V2LMI0	A0A6A7LW30	A0A3N5BAA3
418	A0A7C3BKJ1	A0A6A7LW30	A0A3N5BAA3
419	A0A7Z9XLA4	A0A6A7LW30	A0A3N5BAA3
420	A0A7V3GTU1	A0A6A7LW30	A0A3N5BAA3
421	A0A7V9N7R6	A0A6A7LW30	A0A3N5BAA3
422	A0A956XE84	A0A6A7LW30	A0A3N5BAA3
423	A0A2N2PRQ4	A0A6A7LW30	A0A3N5BAA3
424	A0A938VVX9	A0A6A7LW30	A0A3N5BAA3
425	A0A1J4ZX13	A0A6A7LW30	A0A3N5BAA3
426	A0A1V5RHQ8	A0A6A7LW30	A0A3N5BAA3
427	A0A850A410	A0A6A7LW30	A0A3N5BAA3
428	A0A2H5Y8G2	A0A6A7LW30	A0A3N5BAA3
429	A0A7C4WN19	A0A6A7LW30	A0A3N5BAA3
430	A0A212R6X7	A0A6A7LW30	A0A3N5BAA3
431	A0A934H4M0	A0A6A7LW30	A0A3N5BAA3
432	A0A957SK68	A0A6A7LW30	A0A3N5BAA3
433	A0A7L5YX55	A0A6A7LW30	A0A3N5BAA3
434	I0I3B4	A0A6A7LW30	A0A3N5BAA3
435	A0A7C6ZVD6	A0A6A7LW30	A0A3N5BAA3
436	A0A7C1JXW9	A0A6A7LW30	A0A3N5BAA3
437	A0A957MTU1	A0A6A7LW30	A0A3N5BAA3
438	A0A951X236	A0A6A7LW30	A0A3N5BAA3
439	A0A847FM84	A0A6A7LW30	A0A3N5BAA3
440	A0A3N5NZM2	A0A6A7LW30	A0A3N5BAA3
441	A0A521UEI8	A0A6A7LW30	A0A3N5BAA3
442	A0A9D6T357	A0A6A7LW30	A0A3N5BAA3
443	A0A7Z9ZEC1	A0A6A7LW30	A0A3N5BAA3
444	A0A3M1ERP8	A0A6A7LW30	A0A3N5BAA3
445	D1CD58	A0A6A7LW30	A0A3N5BAA3
446	A0A845D0Z2	A0A6A7LW30	A0A3N5BAA3
447	A0A845DIF3	A0A6A7LW30	A0A3N5BAA3
448	A0A6B0YTV7	A0A6A7LW30	A0A3N5BAA3
449	A0A6B1D7D0	A0A6A7LW30	A0A3N5BAA3
450	A0A6N8W7W6	A0A6A7LW30	A0A3N5BAA3
451	A0A934XMI3	A0A6A7LW30	A0A3N5BAA3
452	A0A7C3BAK1	A0A6A7LW30	A0A3N5BAA3
453	A0A957QCA3	A0A6A7LW30	A0A3N5BAA3
454	A0A9E0GH97	A0A6A7LW30	A0A3N5BAA3
455	A0A540VBD0	A0A6A7LW30	A0A3N5BAA3
456	A0A957U6P0	A0A6A7LW30	A0A3N5BAA3
457	A0A3A0BJB2	A0A6A7LW30	A0A3N5BAA3
458	A0A969KMD4	A0A6A7LW30	A0A3N5BAA3
459	A0A957LYL5	A0A6A7LW30	A0A3N5BAA3
460	A0A957N453	A0A6A7LW30	A0A3N5BAA3
461	A0A957VJB7	A0A6A7LW30	A0A3N5BAA3
462	A0A0S8AVN1	A0A6A7LW30	A0A3N5BAA3
463	A0A2U2SRP2	A0A6A7LW30	A0A3N5BAA3
464	A0A7V4J589	A0A6A7LW30	A0A3N5BAA3
465	A0A7C3W719	A0A6A7LW30	A0A3N5BAA3
466	A0A3M1J5V7	A0A6A7LW30	A0A3N5BAA3
467	A0A957TSF6	A0A6A7LW30	A0A3N5BAA3
468	A0A928SNL4	A0A6A7LW30	A0A3N5BAA3
469	A0A969KY95	A0A6A7LW30	A0A3N5BAA3
470	A0A7C5A1M5	A0A6A7LW30	A0A3N5BAA3
471	A0A497B8U7	A0A6A7LW30	A0A3N5BAA3
472	A0A7C3FXX5	A0A6A7LW30	A0A3N5BAA3
473	A0A9E5NE02	A0A6A7LW30	A0A3N5BAA3
474	A0A7X7JZR5	A0A6A7LW30	A0A3N5BAA3
475	A0A968C0K8	A0A6A7LW30	A0A3N5BAA3
476	A0A933M1U5	A0A6A7LW30	A0A3N5BAA3
477	A0A1F8R1D2	A0A6A7LW30	A0A3N5BAA3
