	mmseqs_cluster	unclustered	foldseek_cluster	mmseqs_unclustered
227	A0A7D3VPI8	A0A4R4XVW0	A0A7C1D5R2	A0A7D3VPI8
228	A0A7D3VPI8	A0A4V2YXL9	A0A7C1D5R2	A0A7D3VPI8
229	A0A7D3VPI8	A0A5C4JAV1	A0A7C1D5R2	A0A7D3VPI8
230	A0A7D3VPI8	A0A4R4LVS1	A0A7C1D5R2	A0A7D3VPI8
231	A0A7D3VPI8	UPI001FB7ECB7	A0A7C1D5R2	A0A7D3VPI8
232	A0A7D3VPI8	A0A429GAG4	A0A7C1D5R2	A0A7D3VPI8
233	A0A7D3VPI8	UPI001F3E4015	A0A7C1D5R2	A0A7D3VPI8
234	A0A7D3VPI8	UPI0003FF60BD	A0A7C1D5R2	A0A7D3VPI8
235	A0A7D3VPI8	A0A4R4MHQ7	A0A7C1D5R2	A0A7D3VPI8
236	A0A7D3VPI8	A0A4R5EV54	A0A7C1D5R2	A0A7D3VPI8
237	A0A7D3VPI8	UPI001E3C1992	A0A7C1D5R2	A0A7D3VPI8
238	A0A7D3VPI8	A0A6N7IC39	A0A7C1D5R2	A0A7D3VPI8
239	A0A7D3VPI8	A0A939T4Y2	A0A7C1D5R2	A0A7D3VPI8
240	A0A7D3VPI8	UPI00082B10D4	A0A7C1D5R2	A0A7D3VPI8
241	A0A7D3VPI8	UPI0020922C26	A0A7C1D5R2	A0A7D3VPI8
242	A0A7D3VPI8	UPI001650A449	A0A7C1D5R2	A0A7D3VPI8
243	A0A7D3VPI8	UPI002092CAEC	A0A7C1D5R2	A0A7D3VPI8
244	A0A7D3VPI8	UPI002093716E	A0A7C1D5R2	A0A7D3VPI8
245	A0A7D3VPI8	UPI002093CB89	A0A7C1D5R2	A0A7D3VPI8
246	A0A7D3VPI8	A0A6H9Z2D0	A0A7C1D5R2	A0A7D3VPI8
247	A0A7H8YZK4	A0A7H8YZK4	A0A1I1P0F7	A0A7H8YZK4
248	A0A7V4SN01	A0A7V4SN01	A0A7C0UC19	A0A7V4SN01
249	A0A7W1A738	A0A7W1A738	A0A660LXD8	A0A7W1A738
250	A0A7X6P750	A0A7X6P750	A0A660LXD8	A0A7X6P750
251	A0A7X7GUY2	A0A7X7GUY2	A0A1E4F369	A0A7X7GUY2
252	A0A7X7GUY2	A0A4Q5X273	A0A1E4F369	A0A7X7GUY2
253	A0A7X7GUY2	A0A1W9QCH9	A0A1E4F369	A0A7X7GUY2
254	A0A7X7GUY2	A0A952RPD2	A0A1E4F369	A0A7X7GUY2
255	A0A7X7GUY2	A0A1M3NAX6	A0A1E4F369	A0A7X7GUY2
256	A0A7X7GUY2	UPI0011BA8589	A0A1E4F369	A0A7X7GUY2
257	A0A7X7GUY2	A0A956DID0	A0A1E4F369	A0A7X7GUY2
258	A0A7X7GUY2	A0A956IR64	A0A1E4F369	A0A7X7GUY2
259	A0A7X7GUY2	A0A956F778	A0A1E4F369	A0A7X7GUY2
260	A0A7X7GUY2	A0A952UT21	A0A1E4F369	A0A7X7GUY2
261	A0A7X7GUY2	A0A935ZEH6	A0A1E4F369	A0A7X7GUY2
262	A0A7X7GUY2	A0A935D1E5	A0A1E4F369	A0A7X7GUY2
263	A0A7X7GUY2	A9F1V4	A0A1E4F369	A0A7X7GUY2
264	A0A7X7GUY2	A0A2L0EWX0	A0A1E4F369	A0A7X7GUY2
265	A0A7X7GUY2	A0A661P3B9	A0A1E4F369	A0A7X7GUY2
266	A0A7X7GUY2	A0A7Y5NUJ3	A0A1E4F369	A0A7X7GUY2
267	A0A7X7GUY2	A0A849ZGI6	A0A1E4F369	A0A7X7GUY2
268	A0A7X7GUY2	A0A850BNJ5	A0A1E4F369	A0A7X7GUY2
269	A0A7X7GUY2	A0A150Q6D0	A0A1E4F369	A0A7X7GUY2
270	A0A7X7GUY2	A0A4P2QT12	A0A1E4F369	A0A7X7GUY2
271	A0A7X7GUY2	A0A150TG19	A0A1E4F369	A0A7X7GUY2
272	A0A7X7GUY2	A0A956CES4	A0A1E4F369	A0A7X7GUY2
273	A0A7X7GUY2	A0A933ZHM2	A0A1E4F369	A0A7X7GUY2
274	A0A7X7GUY2	A0A931V4T4	A0A1E4F369	A0A7X7GUY2
275	A0A7X7GUY2	A0A928STI7	A0A1E4F369	A0A7X7GUY2
276	A0A7Y5H9J1	A0A7Y5H9J1	A0A7C0UC19	A0A7Y5H9J1
277	A0A7Y9XA64	A0A7Y9XA64	A0A7Y9DQ42	A0A7Y9XA64
278	A0A7Y9XA64	A0A840WMN6	A0A7Y9DQ42	A0A7Y9XA64
279	A0A7Y9XA64	A0A7W9YKB8	A0A7Y9DQ42	A0A7Y9XA64
280	A0A7Y9XA64	A0A7W8QQN2	A0A7Y9DQ42	A0A7Y9XA64
281	A0A7Y9XA64	A0A852TPF5	A0A7Y9DQ42	A0A7Y9XA64
282	A0A7Y9XA64	A0A853BP23	A0A7Y9DQ42	A0A7Y9XA64
283	A0A7Y9XA64	A0A841IJ48	A0A7Y9DQ42	A0A7Y9XA64
284	A0A7Y9XA64	A0A7Z0EPY8	A0A7Y9DQ42	A0A7Y9XA64
285	A0A8J3EKZ4	A0A8J3EKZ4		
286	A0A8J3EKZ4	A0A1M6SCZ1		
287	A0A8J3EKZ4	A0A416ZJY0		
288	A0A8J3EKZ4	UPI000A801ABE		
289	A0A8J3EKZ4	A0A2T7YRH7		
290	A0A8J3EKZ4	UPI00028C8201		
291	A0A8J6Y530	A0A8J6Y530		
292	A0A8J9XLF8	A0A8J9XLF8		
293	UPI001F55B4F7	UPI001F55B4F7		
294	UPI001F55B4F7	UPI000374138B		
295	UPI001F55B4F7	UPI001C4D2950		
296	UPI001F55B4F7	UPI000788FF27		
297	UPI00200532F6	UPI00200532F6		
298	UPI00200532F6	A0A3D3KCN0		
299	UPI00200532F6	UPI0011A5F5A6		
300	UPI00200532F6	A0A972KLB4		
301	UPI00200532F6	A0A6P1KAK6		
302	UPI00200532F6	UPI00191A8267		
303	UPI00200532F6	A0A2I1RIU4		
304	UPI00200532F6	UPI001C5AB8F1		
305	UPI00200532F6	UPI001C5AD554		
306	UPI00200532F6	UPI001EFBB7E9		
307	UPI00200532F6	UPI0019337108		
308	UPI00200532F6	A0A2D2E6P9		
309	UPI00200532F6	A0A2D2LTQ8		
310	UPI00200532F6	A0A2K8K086		
311	UPI00200532F6	UPI001CC78B0F		
312	UPI00200532F6	A0A4R9RNT6		
313	UPI00200532F6	UPI002003FD39		
314	UPI00200532F6	UPI00194FD4BB		
315	UPI00200532F6	UPI001C5BC8E1		
316	UPI002079D6BC	UPI002079D6BC		
317	UPI002079D6BC	UPI0018CD885B		
318	UPI002079D6BC	A0A2B9B0V3		
319	UPI002079D6BC	UPI000BF6E271		
320	UPI002079D6BC	UPI0003685C20		
321	UPI0010BE4AA3	UPI0010BE4AA3		
322	UPI0011094F26	UPI0011094F26		
323	UPI0011094F26	S6HSQ2		
324	UPI0011094F26	UPI000A728C07		
325	A0A954Y3U1	A0A954Y3U1		
326	A0A956Z5M0	A0A956Z5M0		
327	A0A958KZV2	A0A958KZV2		
328	A0A959Z9W0	A0A959Z9W0		
329	K0ABD0	K0ABD0	K0ABD0	K0ABD0
330	K0ABD0	UPI001BEC1B5F	K0ABD0	K0ABD0
331	K0ABD0	UPI0006865CD6	K0ABD0	K0ABD0
332	K0ABD0	UPI0006820677	K0ABD0	K0ABD0
333	K0ABD0	UPI0006865DA7	K0ABD0	K0ABD0
334	K0ABD0	UPI0006866127	K0ABD0	K0ABD0
335	K0ABD0	UPI001BE745AB	K0ABD0	K0ABD0
336	K0ABD0	UPI001BEA5F1A	K0ABD0	K0ABD0
337	K0ABD0	UPI001BEC499A	K0ABD0	K0ABD0
338	K0ABD0	UPI001BEC5FA2	K0ABD0	K0ABD0
339	K0ABD0	UPI00040C066C	K0ABD0	K0ABD0
340	K0ABD0	UPI000A027765	K0ABD0	K0ABD0
341	K0ABD0	UPI001BEAD85E	K0ABD0	K0ABD0
342	K0ABD0	UPI0006AA15CD	K0ABD0	K0ABD0
343	K0ABD0	UPI0009DCB329	K0ABD0	K0ABD0
344	K0ABD0	UPI0009F9CC1E	K0ABD0	K0ABD0
345	K0ABD0	UPI001BEAFC5F	K0ABD0	K0ABD0
346	K0ABD0	UPI001BEC945D	K0ABD0	K0ABD0
347	K0ABD0	UPI0011EFB44B	K0ABD0	K0ABD0
348	K0ABD0	UPI0018A7ACEF	K0ABD0	K0ABD0
349	K0ABD0	UPI001BE50CF3	K0ABD0	K0ABD0
350	K0ABD0	UPI001BE98981	K0ABD0	K0ABD0
351	K0ABD0	UPI001BECC3DC	K0ABD0	K0ABD0
352	K0ABD0	UPI000736E711	K0ABD0	K0ABD0
353	K0ABD0	UPI001BE7BCB3	K0ABD0	K0ABD0
354	K0ABD0	UPI002036F8CD	K0ABD0	K0ABD0
355	K0ABD0	UPI001BE9D480	K0ABD0	K0ABD0
356	K0ABD0	UPI001BEB89EF	K0ABD0	K0ABD0
357	K0ABD0	UPI00068BD253	K0ABD0	K0ABD0
358	K0ABD0	UPI0006F209ED	K0ABD0	K0ABD0
359	K0ABD0	UPI00210B54CF	K0ABD0	K0ABD0
360	K0ABD0	UPI001BE9D837	K0ABD0	K0ABD0
361	K0ABD0	UPI001BECF9FA	K0ABD0	K0ABD0
362	K0ABD0	B1YE85	K0ABD0	K0ABD0
363	K0ABD0	UPI001575A55E	K0ABD0	K0ABD0
364	K0ABD0	UPI001BE8327E	K0ABD0	K0ABD0
365	K0ABD0	UPI001BE9FDF2	K0ABD0	K0ABD0
