	unclustered	mmseqs_cluster	foldseek_cluster
49	UPI0004C52E97	UPI00224CF58E	
50	UPI000B9E00B0	UPI00224CF58E	
51	UPI0020209299	UPI00224CF58E	
52	UPI001F164F51	UPI00224CF58E	
53	UPI001C4331A3	UPI00224CF58E	
54	A0A978AFQ5	UPI00224CF58E	
55	UPI0009822311	UPI00224CF58E	
56	UPI0010103FDA	UPI00224CF58E	
57	UPI00224F60F5	UPI00224CF58E	
58	UPI001EE7411C	UPI00224CF58E	
59	UPI00203552C5	UPI00224CF58E	
60	J1SCA5	UPI00224CF58E	
61	UPI0008985642	UPI00224CF58E	
62	UPI001FCBA77C	UPI00224CF58E	
63	UPI00089C7CFF	UPI00224CF58E	
64	UPI00110FF87E	UPI00224CF58E	
65	UPI0016761209	UPI00224CF58E	
66	UPI00110FAC58	UPI00224CF58E	
67	UPI00110FBF55	UPI00224CF58E	
68	UPI000B887E04	UPI00224CF58E	
69	A0A944FIM7	UPI00224CF58E	
70	A0A944PU48	UPI00224CF58E	
71	UPI001BE9F889	UPI00224CF58E	
72	A0A939F5G0	UPI00224CF58E	
73	UPI0019D2BCCF	UPI00224CF58E	
74	UPI001F5E1341	UPI00224CF58E	
75	UPI0020352CA4	UPI00224CF58E	
76	A0A944E2S3	UPI00224CF58E	
77	A0A974B0Q8	UPI00224CF58E	
78	UPI00086980DC	UPI00224CF58E	
79	A0A944KYA3	UPI00224CF58E	
80	UPI00048E0E36	UPI00224CF58E	
81	UPI00056ACA05	UPI00224CF58E	
82	UPI002024B667	UPI00224CF58E	
83	UPI00098F62E0	UPI00224CF58E	
84	UPI0011CDCA1A	UPI00224CF58E	
85	UPI001F29E98A	UPI00224CF58E	
86	UPI001CEC5066	UPI00224CF58E	
87	UPI00210B4718	UPI00224CF58E	
88	UPI001A9F1862	UPI00224CF58E	
89	UPI00191DB148	UPI00224CF58E	
90	UPI0021D9E0C6	UPI00224CF58E	
91	UPI001FE48472	UPI00224CF58E	
92	UPI001F24467F	UPI00224CF58E	
93	V7I362	V7I362	A0A1C5M470
94	A0A076IRD5	A0A076IRD5	R6JF01
95	A0A4S2FF65	A0A076IRD5	R6JF01
96	A0A415BSC7	A0A076IRD5	R6JF01
97	A0A412YZU9	A0A076IRD5	R6JF01
98	A0A4Q5HME9	A0A076IRD5	R6JF01
99	A0A413GT04	A0A076IRD5	R6JF01
100	A0A0B8T5M5	A0A0B8T5M5	A0A1T3DQC7
101	A0A0F0LNK3	A0A0F0LNK3	A0A0F0LNK3
102	A0A942D9I4	A0A0F0LNK3	A0A0F0LNK3
103	UPI001CBCC6D5	A0A0F0LNK3	A0A0F0LNK3
104	UPI0015E2CA45	A0A0F0LNK3	A0A0F0LNK3
105	UPI0015E340A2	A0A0F0LNK3	A0A0F0LNK3
106	UPI0015F29562	A0A0F0LNK3	A0A0F0LNK3
107	A0A135YVG0	A0A135YVG0	A0A1H9CDL0
108	E8JRT6	A0A135YVG0	A0A1H9CDL0
109	A0A143WW55	A0A143WW55	A0A4R3Z5L2
110	A0A1B8VTK8	A0A1B8VTK8	
111	A0A1C6D969	A0A1C6D969	C0GIC8
112	A0A1D4PPZ9	A0A1D4PPZ9	A0A1D4PPZ9
113	A0A659ZYG1	A0A1D4PPZ9	A0A1D4PPZ9
114	A0A8G2M9E4	A0A1D4PPZ9	A0A1D4PPZ9
115	A0A830Z3T1	A0A1D4PPZ9	A0A1D4PPZ9
116	A0A0U1MI09	A0A1D4PPZ9	A0A1D4PPZ9
117	UPI0021ABE271	UPI0021ABE271	
118	A0A921MRD8	UPI0021ABE271	
119	UPI00227E0CD3	UPI00227E0CD3	
120	W4TE41	W4TE41	W4TE41
121	A0A0C1QVE0	A0A0C1QVE0	S6EJE2
122	A0A0G1CCK5	A0A0G1CCK5	A0A0G1CCK5
123	A0A0Q0SCA9	A0A0Q0SCA9	A0A1C5L9S3
124	A5FIA4	A0A0Q0SCA9	A0A1C5L9S3
125	A0A0R1VZU4	A0A0R1VZU4	A0A0R1VZU4
126	A0A0T9A9H7	A0A0T9A9H7	A0A0T9A9H7
127	A0A174L247	A0A174L247	A0A1T3DQC7
128	R6E5V5	A0A174L247	A0A1T3DQC7
129	A0A1E5XWM9	A0A1E5XWM9	A0A561VCP0
130	UPI0006D837A3	A0A1E5XWM9	A0A561VCP0
131	A0A4Q3GDC6	A0A1E5XWM9	A0A561VCP0
132	A0A0Q7E2D6	A0A1E5XWM9	A0A561VCP0
133	A0A8I1QJ77	A0A1E5XWM9	A0A561VCP0
134	A0A3N2R5W8	A0A1E5XWM9	A0A561VCP0
135	UPI00040E2082	A0A1E5XWM9	A0A561VCP0
136	UPI001E5AF09A	A0A1E5XWM9	A0A561VCP0
137	UPI0019048883	A0A1E5XWM9	A0A561VCP0
138	A0A6G6WN69	A0A1E5XWM9	A0A561VCP0
139	A0A1G4P7Q2	A0A1G4P7Q2	A0A1H9CDL0
140	A0A1H2LC96	A0A1H2LC96	A0A1H2LC96
141	A0A1H7DAU2	A0A1H7DAU2	A0A1W1VP43
142	A0A1I0A2R1	A0A1I0A2R1	A0A4R2LZN7
143	A0A1I6IRS3	A0A1I6IRS3	A0A379CH65
144	A0A1H9YX37	A0A1I6IRS3	A0A379CH65
145	A0A1M6M7F5	A0A1M6M7F5	A0A1M6M7F5
146	A0A1Q2HQL9	A0A1Q2HQL9	A0A1H9CDL0
147	A0A1W6LL31	A0A1Q2HQL9	A0A1H9CDL0
148	A0A1S8R750	A0A1S8R750	A0A1V4IRF8
149	A0A1S8PYZ5	A0A1S8R750	A0A1V4IRF8
150	A0A1V4RG56	A0A1V4RG56	A0A1V4RG56
151	A0A2G6LTJ6	A0A1V4RG56	A0A1V4RG56
152	A0A1Y6K086	A0A1Y6K086	A0A1Y6K086
153	A0A257LDB7	A0A257LDB7	A0A7C1VDL4
154	A0A288QX83	A0A288QX83	A0A0B4WBQ7
155	UPI001958AD79	UPI001958AD79	
156	UPI001B0D9F61	UPI001B0D9F61	
157	A0A5P2X225	UPI001B0D9F61	
158	UPI001FABBA2B	UPI001FABBA2B	
159	UPI001EDE0C6A	UPI001FABBA2B	
160	UPI002114BAEE	UPI002114BAEE	
161	UPI00131C3E04	UPI002114BAEE	
162	UPI001EDC9F82	UPI002114BAEE	
163	UPI001F1D0F40	UPI002114BAEE	
164	A0A3E0AYB9	A0A3E0AYB9	A0A2T6K1D7
165	A0A1G8X8S9	A0A3E0AYB9	A0A2T6K1D7
166	A0A840QVC3	A0A3E0AYB9	A0A2T6K1D7
167	A0A1G9BS17	A0A3E0AYB9	A0A2T6K1D7
168	A0A285UNE6	A0A3E0AYB9	A0A2T6K1D7
169	A0A1M7E7I9	A0A3E0AYB9	A0A2T6K1D7
170	A0A3P1CEI8	A0A3P1CEI8	R6JF01
171	A0A368JVF0	A0A3P1CEI8	R6JF01
172	A0A3P1BMF0	A0A3P1CEI8	R6JF01
173	A0A964YHK3	A0A3P1CEI8	R6JF01
174	A0A2K8YUM9	A0A3P1CEI8	R6JF01
175	A0A0E3ZTG8	A0A3P1CEI8	R6JF01
176	A0A4R5DB45	A0A3P1CEI8	R6JF01
177	A0A329N580	A0A3P1CEI8	R6JF01
178	A0A3N0EZN9	A0A3P1CEI8	R6JF01
179	A0A3D2HC57	A0A3P1CEI8	R6JF01
180	A0A7V4I956	A0A3P1CEI8	R6JF01
181	A0A4Q1C0N4	A0A3P1CEI8	R6JF01
182	A0A965LD47	A0A3P1CEI8	R6JF01
183	A0A2G4GJ82	A0A3P1CEI8	R6JF01
184	A0A414EMU4	A0A414EMU4	A0A1W1VP43
185	A0A414KCE0	A0A414EMU4	A0A1W1VP43
186	A0A173YNC1	A0A414EMU4	A0A1W1VP43
187	A0A395XB62	A0A414EMU4	A0A1W1VP43
188	A0A373VN90	A0A414EMU4	A0A1W1VP43
189	A0A174M723	A0A414EMU4	A0A1W1VP43
190	A0A6N9LJ79	A0A414EMU4	A0A1W1VP43
191	A0A564UK10	A0A414EMU4	A0A1W1VP43
192	A0A1C5YKJ7	A0A414EMU4	A0A1W1VP43
193	A0A417R0T5	A0A414EMU4	A0A1W1VP43
194	A0A174JQN8	A0A414EMU4	A0A1W1VP43
195	A0A413L1Y6	A0A414EMU4	A0A1W1VP43
196	A0A415LSR8	A0A414EMU4	A0A1W1VP43
197	A0A844GI83	A0A414EMU4	A0A1W1VP43
198	A0A416B1L5	A0A414EMU4	A0A1W1VP43
199	A0A416J2X9	A0A414EMU4	A0A1W1VP43
200	A0A416N3Q2	A0A414EMU4	A0A1W1VP43
201	A0A416Y4G8	A0A414EMU4	A0A1W1VP43
202	A0A417BIA0	A0A414EMU4	A0A1W1VP43
203	A0A417D3B2	A0A414EMU4	A0A1W1VP43
204	A0A417DH82	A0A414EMU4	A0A1W1VP43
205	A0A417DME5	A0A414EMU4	A0A1W1VP43
206	A0A417HCX1	A0A414EMU4	A0A1W1VP43
207	A0A417LGC0	A0A414EMU4	A0A1W1VP43
208	A0A174RS89	A0A414EMU4	A0A1W1VP43
209	A0A413B1B7	A0A414EMU4	A0A1W1VP43
210	A0A417Q525	A0A414EMU4	A0A1W1VP43
211	A0A174EE09	A0A414EMU4	A0A1W1VP43
212	A0A564WUG1	A0A414EMU4	A0A1W1VP43
213	A0A173WE05	A0A414EMU4	A0A1W1VP43
214	R5XDW6	A0A414EMU4	A0A1W1VP43
215	A0A6N2RUA8	A0A414EMU4	A0A1W1VP43
216	A0A4R0SR03	A0A4R0SR03	A0A4R0SR03
217	A0A4R2N9M3	A0A4R2N9M3	A0A1C5M470
218	A0A4U9D433	A0A4U9D433	A0A4U9D433
219	A0A485AZ43	A0A4U9D433	A0A4U9D433
220	A0A520NEC4	A0A520NEC4	A0A1V4RG56
221	A0A6G9AJH4	A0A6G9AJH4	A0A6G9AJH4
222	A0A7K2IE74	A0A7K2IE74	A0A7K2IE74
223	A0A7U9XE02	A0A7U9XE02	A0A7U9XE02
224	A0A7W0HGQ3	A0A7W0HGQ3	A0A7W0HGQ3
225	A0A828BZS7	A0A828BZS7	A0A3R9QI81
226	A0A930ND38	A0A930ND38	
227	A0A930IKZ7	A0A930ND38	
228	A0A1F0NWT5	A0A930ND38	
229	R6VZ04	A0A930ND38	
230	A0A1Y4ALE9	A0A930ND38	
231	A0A940DP80	A0A940DP80	
232	R5UE24	A0A940DP80	
233	I3YKD9	A0A940DP80	
234	A0A5B5VLJ7	A0A940DP80	
235	A0A7J4YI66	A0A940DP80	
236	R6SWV4	A0A940DP80	
237	R5SEZ0	A0A940DP80	
238	R6ECD5	A0A940DP80	
239	W4UQC4	A0A940DP80	
240	A0A948X5Y5	A0A948X5Y5	
241	UPI00094B0F9C	A0A948X5Y5	
242	A1IHD1	A1IHD1	A1IHD1
243	A0A826HY73	A1IHD1	A1IHD1
244	A6ERN7	A6ERN7	D6KPJ5
245	C3DVN1	C3DVN1	A0A1H9CDL0
246	D4M4S6	D4M4S6	A0A1W1VP43
247	E1MAR4	E1MAR4	A0A174D5Y6
248	E6I8M8	E6I8M8	A0A1H2Z0U0
249	F5YA48	F5YA48	A0A1V4II71
250	G5KFE3	G5KFE3	A0A1H9CDL0
251	H1GG26	H1GG26	H1GG26
252	A0A0A2F9L4	A0A0A2F9L4	A0A1H2LC96
253	A0A0P0RE78	A0A0P0RE78	A0A0P0RE78
254	A0A174ULY3	A0A174ULY3	A0A1H2Z0U0
255	A0A1C5QP61	A0A1C5QP61	A0A1C5QP61
256	A0A1C6A8L4	A0A1C6A8L4	A0A1C6A8L4
257	A0A1I2B4B6	A0A1I2B4B6	A0A1I2B4B6
258	A0A1S8LKL4	A0A1S8LKL4	A0A1M6GBW1
259	A0A1S8L3W5	A0A1S8LKL4	A0A1M6GBW1
260	A0A1S8TEN4	A0A1S8TEN4	A0A1V4IRF8
261	A0A1V4IFJ8	A0A1V4IFJ8	A0A1V4IRF8
262	A0A1Z9NIR0	A0A1Z9NIR0	A0A7C1VDL4
263	A0A2E9R175	A0A2E9R175	A0A1Y4H2B8
264	A0A3B8LM56	A0A2E9R175	A0A1Y4H2B8
265	A0A2U1T4Z6	A0A2U1T4Z6	A0A2U1T4Z6
266	A0A7G7CNC7	A0A2U1T4Z6	A0A2U1T4Z6
267	A0A4P7QE55	A0A2U1T4Z6	A0A2U1T4Z6
268	A0A097IEB5	A0A2U1T4Z6	A0A2U1T4Z6
269	A0A847HDK5	A0A2U1T4Z6	A0A2U1T4Z6
270	A0A7X8MUM6	A0A2U1T4Z6	A0A2U1T4Z6
271	A0A6B8VRI6	A0A2U1T4Z6	A0A2U1T4Z6
272	A0A3R9ZYS2	A0A2U1T4Z6	A0A2U1T4Z6
273	A0A1X7JF46	A0A2U1T4Z6	A0A2U1T4Z6
274	A0A0B6TJT4	A0A2U1T4Z6	A0A2U1T4Z6
275	S5SSS9	A0A2U1T4Z6	A0A2U1T4Z6
276	A0A7X6PPK7	A0A2U1T4Z6	A0A2U1T4Z6
277	A0A371PLL5	A0A371PLL5	A0A2T0B734
278	A0A376H0U5	A0A376H0U5	R5UHX4
279	A0A379AHB8	A0A379AHB8	A0A379AHB8
280	A0A1G9HIN9	A0A1G9HIN9	A0A561VCP0
281	UPI000B899644	A0A1G9HIN9	A0A561VCP0
282	A0A1H0YGP0	A0A1H0YGP0	A0A4R2LZN7
283	A0A1H9SDJ7	A0A1H9SDJ7	A0A1I3K6S5
284	A0A1I2Q4L5	A0A1I2Q4L5	A0A1C5M470
285	A0A1M6IA96	A0A1M6IA96	A0A1M6IA96
286	A0A1S8TS17	A0A1S8TS17	A0A1S8TS17
287	A0A1V4IP37	A0A1V4IP37	A0A173TGS3
288	A0A1Y6ELU6	A0A1Y6ELU6	
289	A0A2S6GF21	A0A2S6GF21	A0A561VCP0
290	A0A2X2WXB5	A0A2X2WXB5	A0A2X2WXB5
291	A0A2Z4LQ76	A0A2Z4LQ76	A0A2Z4LQ76
292	A0A318KQY6	A0A318KQY6	E2SI43
293	A0A381AFI0	A0A381AFI0	D6KPJ5
294	J9UJB0	A0A381AFI0	D6KPJ5
295	K0JGU5	A0A381AFI0	D6KPJ5
296	A0A3B6VSD9	A0A381AFI0	D6KPJ5
297	D8IBV4	A0A381AFI0	D6KPJ5
298	A0A4Q7PKC6	A0A4Q7PKC6	R5YF76
299	UPI002105DEFC	UPI002105DEFC	
300	W7Y0R1	W7Y0R1	W7Y0R1
301	A0A0C1QYM8	A0A0C1QYM8	S6EJE2
302	B1IM53	A0A0C1QYM8	S6EJE2
303	A0A0S6U6I0	A0A0C1QYM8	S6EJE2
304	A0A1L3NJQ7	A0A0C1QYM8	S6EJE2
305	J7T0K8	A0A0C1QYM8	S6EJE2
306	A7GE28	A0A0C1QYM8	S6EJE2
307	A0A1J1CZV3	A0A0C1QYM8	S6EJE2
308	M1ZNN7	A0A0C1QYM8	S6EJE2
309	A0A0E3M7H0	A0A0C1QYM8	S6EJE2
310	A0A0G1FTE9	A0A0G1FTE9	D6KPJ5
311	A0A0J8J8Z6	A0A0J8J8Z6	H1GCY0
312	A0A0Q0V6X2	A0A0Q0V6X2	A0A7C7JTV7
313	A0A0R1WC41	A0A0R1WC41	D7V161
314	E3C5P9	A0A0R1WC41	D7V161
315	C8PA17	A0A0R1WC41	D7V161
316	C8PA18	A0A0R1WC41	D7V161
317	A0A0R1XBY8	A0A0R1WC41	D7V161
318	A0A0T9L3Y6	A0A0T9L3Y6	A0A0T9L3Y6
319	A0A083ZXW1	A0A0T9L3Y6	A0A0T9L3Y6
320	A0A173QSZ7	A0A173QSZ7	U2T162
321	A0A1C5V1M8	A0A1C5V1M8	A0A1I3K6S5
322	A0A1C6F2R9	A0A1C6F2R9	A0A1C6F2R9
323	A0A1E7D8L7	A0A1E7D8L7	T2RE69
324	A0A1F0G6R2	A0A1F0G6R2	A0A7C1VDL4
325	A0A1G4PUM6	A0A1G4PUM6	A0A1G4PUM6
326	A0A1H7I721	A0A1H7I721	A0A1Y4H2B8
327	A0A7W5YL23	A0A1H7I721	A0A1Y4H2B8
328	D2B8I8	A0A1H7I721	A0A1Y4H2B8
329	A0A285QVU7	A0A1H7I721	A0A1Y4H2B8
330	A0A495TJE3	A0A1H7I721	A0A1Y4H2B8
331	A0A841FCP2	A0A1H7I721	A0A1Y4H2B8
332	A0A8J3M4D7	A0A1H7I721	A0A1Y4H2B8
333	A0A1G8V757	A0A1H7I721	A0A1Y4H2B8
334	A0A2T0RJN0	A0A1H7I721	A0A1Y4H2B8
335	A0A919SD62	A0A1H7I721	A0A1Y4H2B8
336	A0A561EXU2	A0A1H7I721	A0A1Y4H2B8
337	A0A7W7SJU3	A0A1H7I721	A0A1Y4H2B8
338	A0A2A3HZ33	A0A1H7I721	A0A1Y4H2B8
339	A0A1H2BEY6	A0A1H7I721	A0A1Y4H2B8
340	A0A7W8AEB8	A0A1H7I721	A0A1Y4H2B8
341	A0A8J7KIU7	A0A1H7I721	A0A1Y4H2B8
342	A0A542XH31	A0A1H7I721	A0A1Y4H2B8
343	A0A7W0HV31	A0A1H7I721	A0A1Y4H2B8
344	A0A1I3DJ44	A0A1I3DJ44	A0A1I3DJ44
345	A0A1M6MQ91	A0A1M6MQ91	A0A1Y4H2B8
346	A0A1T4LRV7	A0A1T4LRV7	A0A1T4LRV7
347	A0A1V4SU15	A0A1V4SU15	A0A1V4SU15
348	A0A1Y3WIU4	A0A1Y3WIU4	A0A1Y3WIU4
349	A0A2E0CX49	A0A2E0CX49	
350	A0A2E0PI54	A0A2E0CX49	
351	A0A520WHQ3	A0A2E0CX49	
352	A0A2S3U945	A0A2S3U945	A0A2S3U945
353	A0A377KMG8	A0A377KMG8	A0A377KMG8
354	A0A6B9XUJ5	A0A377KMG8	A0A377KMG8
355	A0A377L1H5	A0A377KMG8	A0A377KMG8
356	A0A380E5G1	A0A380E5G1	A0A380E5G1
357	A0A482G4C5	A0A482G4C5	A0A5P3IEM7
358	A0A4Q3LL72	A0A4Q3LL72	A0A3M2JPR2
359	A0A4Y1ZAY8	A0A4Y1ZAY8	A0A4Y1ZAY8
360	A0A5Q4F789	A0A5Q4F789	A0A2G4HE76
361	A0A371QQR6	A0A5Q4F789	A0A2G4HE76
362	A0A6I7NUQ8	A0A5Q4F789	A0A2G4HE76
363	A0A651G176	A0A5Q4F789	A0A2G4HE76
364	A0A2N0VKX5	A0A5Q4F789	A0A2G4HE76
365	A0A2D7AG87	A0A5Q4F789	A0A2G4HE76
366	A0A2E9UGJ8	A0A5Q4F789	A0A2G4HE76
367	A0A2A5Y0R8	A0A5Q4F789	A0A2G4HE76
368	A0A2E6N3T3	A0A5Q4F789	A0A2G4HE76
369	A0A6A8Q9T4	A0A5Q4F789	A0A2G4HE76
370	A0A3M8FPT6	A0A5Q4F789	A0A2G4HE76
371	A0A2D9FXQ0	A0A5Q4F789	A0A2G4HE76
372	A0A2D8CFD6	A0A5Q4F789	A0A2G4HE76
373	A0A2A2GFW7	A0A5Q4F789	A0A2G4HE76
374	A0A2T4XEZ5	A0A5Q4F789	A0A2G4HE76
375	A0A651HS17	A0A651HS17	A0A2G4HE76
376	A0A964PYE3	A0A651HS17	A0A2G4HE76
377	A0A964V5R4	A0A651HS17	A0A2G4HE76
378	A0A6C1NMQ8	A0A651HS17	A0A2G4HE76
379	A0A651DM73	A0A651HS17	A0A2G4HE76
380	A0A651HBB1	A0A651HS17	A0A2G4HE76
381	A0A7C7I499	A0A651HS17	A0A2G4HE76
382	A0A7C7NQU8	A0A651HS17	A0A2G4HE76
383	A0A2E7U4K4	A0A651HS17	A0A2G4HE76
384	A0A7C7T803	A0A651HS17	A0A2G4HE76
385	A0A2D8WD57	A0A651HS17	A0A2G4HE76
386	A0A2E9LUS1	A0A651HS17	A0A2G4HE76
387	A0A7Z9JPE8	A0A651HS17	A0A2G4HE76
388	A0A800K619	A0A651HS17	A0A2G4HE76
389	A0A358EF39	A0A651HS17	A0A2G4HE76
390	A0A2E0DQP9	A0A651HS17	A0A2G4HE76
391	A0A2E8QVV1	A0A651HS17	A0A2G4HE76
392	A0A351FJ86	A0A651HS17	A0A2G4HE76
393	A0A8I0BYF3	A0A651HS17	A0A2G4HE76
394	A0A352VK05	A0A651HS17	A0A2G4HE76
395	A0A2E4C0C0	A0A651HS17	A0A2G4HE76
396	A0A2E9WZE6	A0A651HS17	A0A2G4HE76
397	A0A2D9A7F3	A0A651HS17	A0A2G4HE76
398	A0A350Q770	A0A651HS17	A0A2G4HE76
399	A0A2E1WUE3	A0A651HS17	A0A2G4HE76
400	A0A2E4I0R0	A0A651HS17	A0A2G4HE76
401	A0A2E5UPB6	A0A651HS17	A0A2G4HE76
402	A0A6I3HRW9	A0A6I3HRW9	A0A561VCP0
403	A0A7K0Q888	A0A6I3HRW9	A0A561VCP0
404	A0A7U9NA05	A0A7U9NA05	A0A7U9NA05
405	A0A917DMU4	A0A917DMU4	
406	A0A939PYP0	A0A939PYP0	
407	A0A0K2SGN6	A0A939PYP0	
408	A0A960HU45	A0A960HU45	
409	D7V161	D7V161	D7V161
410	L7YD48	L7YD48	L7YD48
411	Q0RSB5	Q0RSB5	A0A2P2BVU5
412	A0A2I2KR89	Q0RSB5	A0A2P2BVU5
413	A0A0Q0XR25	Q0RSB5	A0A2P2BVU5
414	UPI00200D8F68	Q0RSB5	A0A2P2BVU5
415	UPI0022286CA4	Q0RSB5	A0A2P2BVU5
416	A0A1S1QU98	Q0RSB5	A0A2P2BVU5
417	A0A1S1QUL4	Q0RSB5	A0A2P2BVU5
418	R7FKL9	R7FKL9	A0A2P8HQE7
419	R7M8Y4	R7FKL9	A0A2P8HQE7
420	R7GEW8	R7FKL9	A0A2P8HQE7
421	T0E5X8	T0E5X8	T0E5X8
422	UPI0009F704CF	UPI0009F704CF	
423	UPI000C06A2E9	UPI000C06A2E9	
424	UPI000419DC91	UPI000C06A2E9	
425	UPI001E367A30	UPI000C06A2E9	
426	UPI0018AB3883	UPI000C06A2E9	
427	UPI001C8C8D12	UPI000C06A2E9	
428	A0A943CXA6	UPI000C06A2E9	
429	UPI00083428D6	UPI000C06A2E9	
430	UPI0018AC72AD	UPI000C06A2E9	
431	C2EVD4	C2EVD4	A0A6N3F9S8
432	F8DMZ3	C2EVD4	A0A6N3F9S8
433	A0A0R1WLL6	C2EVD4	A0A6N3F9S8
434	C8P6B9	C2EVD4	A0A6N3F9S8
435	C7XVU6	C2EVD4	A0A6N3F9S8
436	A0A0R2B2W7	C2EVD4	A0A6N3F9S8
437	A0A1I3C4G9	C2EVD4	A0A6N3F9S8
438	A0A2R7ZYN6	C2EVD4	A0A6N3F9S8
439	A0A0B2XNT6	C2EVD4	A0A6N3F9S8
440	A0A0R1RPC2	C2EVD4	A0A6N3F9S8
441	A0A2N9DX83	C2EVD4	A0A6N3F9S8
442	A0A1X7QKI0	C2EVD4	A0A6N3F9S8
443	A0A0R2BH38	C2EVD4	A0A6N3F9S8
444	C5RAL1	C5RAL1	A0A6N3F9S8
445	G6FFH3	C5RAL1	A0A6N3F9S8
446	D6S406	D6S406	D6S406
447	D9WGG4	D9WGG4	D9WGG4
448	E4KQG4	E4KQG4	E4KQG4
449	G5JV69	G5JV69	A0A1H9CDL0
450	G9Z121	G9Z121	A0A0B6CY97
451	I6CAN7	G9Z121	A0A0B6CY97
452	S3JII5	G9Z121	A0A0B6CY97
453	C0AR20	G9Z121	A0A0B6CY97
454	L0EC70	L0EC70	A0A2T0B734
455	Q8FRG1	Q8FRG1	A0A1F1KUJ3
456	A0A0M4CWP8	Q8FRG1	A0A1F1KUJ3
457	A0A8G0FWG7	Q8FRG1	A0A1F1KUJ3
458	A0A1Q3DNK4	Q8FRG1	A0A1F1KUJ3
459	A4QCB9	Q8FRG1	A0A1F1KUJ3
460	A0A160PS49	Q8FRG1	A0A1F1KUJ3
461	M1TP97	Q8FRG1	A0A1F1KUJ3
462	A0A1R4G8N8	Q8FRG1	A0A1F1KUJ3
463	A0A6B8W5S3	Q8FRG1	A0A1F1KUJ3
464	U5N424	U5N424	U5N424
465	UPI000486D7D8	UPI000486D7D8	
466	UPI0004F82C17	UPI0004F82C17	
467	UPI000A198319	UPI000A198319	
468	UPI000A4282A8	UPI000A4282A8	
469	UPI0021A555FF	UPI0021A555FF	
470	UPI001BAF9F81	UPI0021A555FF	
471	W1J3N6	W1J3N6	W1J3N6
472	W4UEQ4	W4UEQ4	W4UEQ4
473	A0A031IDF1	A0A031IDF1	A0A031IDF1
474	K0AE95	A0A031IDF1	A0A031IDF1
475	B1YM38	A0A031IDF1	A0A031IDF1
476	A0A081B7H9	A0A081B7H9	A0A5P3IEM7
477	A0A833MZF4	A0A081B7H9	A0A5P3IEM7
478	A0A4Y1MZD9	A0A081B7H9	A0A5P3IEM7
479	K2IYR0	A0A081B7H9	A0A5P3IEM7
480	W6I2P2	A0A081B7H9	A0A5P3IEM7
481	A0A1L3RBV3	A0A081B7H9	A0A5P3IEM7
482	A0A1L3RIU6	A0A081B7H9	A0A5P3IEM7
483	Q0BSP6	A0A081B7H9	A0A5P3IEM7
484	A0A098EI56	A0A098EI56	A0A370GCH8
485	A0A0C7P3D9	A0A0C7P3D9	A0A3G9IU62
486	UPI00192A8C0E	A0A0C7P3D9	A0A3G9IU62
