	mmseqs_cluster	unclustered	foldseek_cluster	mmseqs_unclustered
48	A0A1H7BMM3	A0A0S4HV89	A0A4R3YH71	A0A1H7BMM3
49	A0A1H7BMM3	A0A1B2FER7	A0A4R3YH71	A0A1H7BMM3
50	A0A1H7BMM3	A0A1H5LER6	A0A4R3YH71	A0A1H7BMM3
51	A0A1H7BMM3	A0A1H6LQK4	A0A4R3YH71	A0A1H7BMM3
52	A0A1H7BMM3	A0A1N7C4F4	A0A4R3YH71	A0A1H7BMM3
53	A0A1H7BMM3	A0A239FSS2	A0A4R3YH71	A0A1H7BMM3
54	A0A1H7BMM3	A0A2J7YA79	A0A4R3YH71	A0A1H7BMM3
55	A0A1H7BMM3	A0A1G5VKW6	A0A4R3YH71	A0A1H7BMM3
56	A0A1H7BMM3	A0A239GRN4	A0A4R3YH71	A0A1H7BMM3
57	A0A1H7BMM3	A0A0S4I930	A0A4R3YH71	A0A1H7BMM3
58	A0A1H7BMM3	A0A1I1RUR3	A0A4R3YH71	A0A1H7BMM3
59	A0A1H7BMM3	A0A560YZX9	A0A4R3YH71	A0A1H7BMM3
60	A0A1H7BMM3	A0A1H8R861	A0A4R3YH71	A0A1H7BMM3
61	A0A1H7BMM3	A0A1H5NJZ1	A0A4R3YH71	A0A1H7BMM3
62	A0A1H7BMM3	A0A7Y9VW67	A0A4R3YH71	A0A1H7BMM3
63	A0A1H7BMM3	A0A1G7MAK3	A0A4R3YH71	A0A1H7BMM3
64	A0A1H7BMM3	A0A127N1P4	A0A4R3YH71	A0A1H7BMM3
65	A0A1H7BMM3	A0A2T5HNF0	A0A4R3YH71	A0A1H7BMM3
66	A0A1H7BMM3	A0A7W7KQP3	A0A4R3YH71	A0A1H7BMM3
67	A0A1H7BMM3	A0A1I5PMB0	A0A4R3YH71	A0A1H7BMM3
68	A0A1H7BMM3	A0A7W5HT20	A0A4R3YH71	A0A1H7BMM3
69	A0A1H7BMM3	A0A1H3LC20	A0A4R3YH71	A0A1H7BMM3
70	A0A1H7BMM3	A0A1H1S672	A0A4R3YH71	A0A1H7BMM3
71	A0A1H7BMM3	A0A6L5BLU5	A0A4R3YH71	A0A1H7BMM3
72	A0A1H7BMM3	A0A7Y9XTN1	A0A4R3YH71	A0A1H7BMM3
73	A0A1H7BMM3	A0A1I3FCX4	A0A4R3YH71	A0A1H7BMM3
74	A0A1H7BMM3	A0A5P9C210	A0A4R3YH71	A0A1H7BMM3
75	A0A1H7BMM3	A0A239BAZ3	A0A4R3YH71	A0A1H7BMM3
76	A0A1H7BMM3	A0A1H0DYA3	A0A4R3YH71	A0A1H7BMM3
77	A0A1H7BMM3	A0A839T3V9	A0A4R3YH71	A0A1H7BMM3
78	A0A1H7BMM3	A0A1H4USZ2	A0A4R3YH71	A0A1H7BMM3
79	A0A1H7BMM3	A0A1K1SWM1	A0A4R3YH71	A0A1H7BMM3
80	A0A1H7BMM3	A0A1G8A5Q7	A0A4R3YH71	A0A1H7BMM3
81	A0A1H7BMM3	A0A1H4V7Z3	A0A4R3YH71	A0A1H7BMM3
82	A0A1H7BMM3	A0A1K1ZD83	A0A4R3YH71	A0A1H7BMM3
83	A0A1H7BMM3	A0A1H2CU56	A0A4R3YH71	A0A1H7BMM3
84	A0A1H7BMM3	A0A1M6ZS47	A0A4R3YH71	A0A1H7BMM3
85	A0A1H7BMM3	A0A1G8JQT5	A0A4R3YH71	A0A1H7BMM3
86	A0A1H7BMM3	A0A560Q5T2	A0A4R3YH71	A0A1H7BMM3
87	A0A1H7BMM3	A0A1I5J2V1	A0A4R3YH71	A0A1H7BMM3
88	A0A1H7BMM3	A0A560QP89	A0A4R3YH71	A0A1H7BMM3
89	A0A1H7BMM3	A0A7X0BQA9	A0A4R3YH71	A0A1H7BMM3
90	A0A1H7BMM3	A0A1N7AEA1	A0A4R3YH71	A0A1H7BMM3
91	A0A1H7BMM3	A0A542VBM8	A0A4R3YH71	A0A1H7BMM3
92	A0A1H7BMM3	A0A1H4XHR2	A0A4R3YH71	A0A1H7BMM3
93	A0A1H7BMM3	A0A1G7C773	A0A4R3YH71	A0A1H7BMM3
94	A0A1H7BMM3	A0A1H0Q816	A0A4R3YH71	A0A1H7BMM3
95	A0A1H7BMM3	A0A1H1MVZ3	A0A4R3YH71	A0A1H7BMM3
96	A0A1H7BMM3	A0A1H1WIY8	A0A4R3YH71	A0A1H7BMM3
97	A0A1H7BMM3	A0A1I5MPT6	A0A4R3YH71	A0A1H7BMM3
98	A0A1H7BMM3	A0A6M8MLN7	A0A4R3YH71	A0A1H7BMM3
99	A0A1H7BMM3	A0A1H7B717	A0A4R3YH71	A0A1H7BMM3
100	A0A1H7BMM3	A0A1G8HNC0	A0A4R3YH71	A0A1H7BMM3
101	A0A1H7BMM3	A0A1H9H842	A0A4R3YH71	A0A1H7BMM3
102	A0A1H7BMM3	A0A1I0B298	A0A4R3YH71	A0A1H7BMM3
103	A0A1H7BMM3	A0A1M7QGL7	A0A4R3YH71	A0A1H7BMM3
104	A0A1H7BMM3	A0A2V0R834	A0A4R3YH71	A0A1H7BMM3
105	A0A1H7BMM3	A0A2G9L0P8	A0A4R3YH71	A0A1H7BMM3
106	A0A1H7BMM3	A0A1G5MNX2	A0A4R3YH71	A0A1H7BMM3
107	A0A1H7BMM3	A0A1H8UWV2	A0A4R3YH71	A0A1H7BMM3
108	A0A1H7BMM3	A0A4R2Z1F3	A0A4R3YH71	A0A1H7BMM3
109	A0A1H7BMM3	A0A3D9F2L3	A0A4R3YH71	A0A1H7BMM3
110	A0A1H7BMM3	A0A1I4QS40	A0A4R3YH71	A0A1H7BMM3
111	A0A1H7BMM3	A0A1H1XFA3	A0A4R3YH71	A0A1H7BMM3
112	A0A1H7BMM3	A0A1H1UIM3	A0A4R3YH71	A0A1H7BMM3
113	A0A1H7BMM3	A0A1H9SEQ8	A0A4R3YH71	A0A1H7BMM3
114	A0A1H7BMM3	A0A1H1WHD5	A0A4R3YH71	A0A1H7BMM3
115	A0A1H8QPM8	A0A1H8QPM8	A0A7W7M238	A0A1H8QPM8
116	A0A1I1EIS7	A0A1I1EIS7	A0A1W1YNH7	A0A1I1EIS7
117	A0A1I3M8P5	A0A1I3M8P5	A0A7W7M238	A0A1I3M8P5
118	A0A1I3M8P5	A0A1H8ZRN7	A0A7W7M238	A0A1I3M8P5
119	A0A1I5NGQ8	A0A1I5NGQ8	A0A7W7M238	A0A1I5NGQ8
120	A0A1M5TNA5	A0A1M5TNA5	A0A542VZJ6	A0A1M5TNA5
121	A0A1M5TNA5	A0A1M6NL63	A0A542VZJ6	A0A1M5TNA5
122	A0A1M5TNA5	A0A1V4I614	A0A542VZJ6	A0A1M5TNA5
123	A0A1M5TNA5	A0A4R2LFB0	A0A542VZJ6	A0A1M5TNA5
124	A0A1M5TNA5	A0A1M6KFB8	A0A542VZJ6	A0A1M5TNA5
125	A0A1M5TNA5	A0A841KL03	A0A542VZJ6	A0A1M5TNA5
126	A0A1M5TNA5	A0A1T5MKF7	A0A542VZJ6	A0A1M5TNA5
127	A0A1M5TNA5	A0A1M6NC00	A0A542VZJ6	A0A1M5TNA5
128	A0A1M5TNA5	A0A1M6NGJ3	A0A542VZJ6	A0A1M5TNA5
129	A0A1M6GVJ5	A0A1M6GVJ5	A0A1V5RAV3	A0A1M6GVJ5
130	A0A1M6P4A8	A0A1M6P4A8	A0A1H5RLM9	A0A1M6P4A8
131	A0A1M7ZLT6	A0A1M7ZLT6	A0A4R6WH34	A0A1M7ZLT6
132	A0A078M6R4	A0A078M6R4	A0A3P5X0E4	A0A078M6R4
133	A0A0F0LR65	A0A0F0LR65	A0A7W3RPD6	A0A0F0LR65
134	A0A0F0LR65	A0A166H021	A0A7W3RPD6	A0A0F0LR65
135	A0A0F0LR65	A0A7W8ZW40	A0A7W3RPD6	A0A0F0LR65
136	A0A0J6WNP2	A0A0J6WNP2	A0A251XY06	A0A0J6WNP2
137	A0A0J6WNP2	A0A498QTP9	A0A251XY06	A0A0J6WNP2
138	A0A0J6WNP2	A0A3E2MUM3	A0A251XY06	A0A0J6WNP2
139	A0A0J6WNP2	A0A498PLC2	A0A251XY06	A0A0J6WNP2
140	A0A0J6WNP2	A0A498QDT7	A0A251XY06	A0A0J6WNP2
141	A0A0J6WNP2	A0A498QF05	A0A251XY06	A0A0J6WNP2
142	A0A0J6WNP2	A0A653ET78	A0A251XY06	A0A0J6WNP2
143	A0A0J6WNP2	A0A5S9R585	A0A251XY06	A0A0J6WNP2
144	A0A0J6WNP2	A0A0J6V9S1	A0A251XY06	A0A0J6WNP2
145	A0A0J6WNP2	A0A0J6VUL3	A0A251XY06	A0A0J6WNP2
146	A0A0J6WNP2	A0A0J6YMR5	A0A251XY06	A0A0J6WNP2
147	A0A0J6WNP2	A0A7X5ZGD0	A0A251XY06	A0A0J6WNP2
148	A0A0J6WNP2	A0A839Q7Z2	A0A251XY06	A0A0J6WNP2
149	A0A0J6WNP2	K5BAN0	A0A251XY06	A0A0J6WNP2
150	A0A0J6WNP2	A0A7W8FMQ7	A0A251XY06	A0A0J6WNP2
151	A0A0J6WNP2	A0A1G6M3G3	A0A251XY06	A0A0J6WNP2
152	A0A0J6WNP2	A0A1H6JT67	A0A251XY06	A0A0J6WNP2
153	A0A0Q0I2G0	A0A0Q0I2G0	A0A7W7M238	A0A0Q0I2G0
154	A0A0Q0I2G0	A0A0Q0MZ83	A0A7W7M238	A0A0Q0I2G0
155	A0A140LA76	A0A140LA76	A0A140LA76	A0A140LA76
156	A0A165RJI2	A0A165RJI2	A0A4R6R5S4	A0A165RJI2
157	A0A165RJI2	A0A1I7AF27	A0A4R6R5S4	A0A165RJI2
158	A0A165RJI2	A0A165WIQ2	A0A4R6R5S4	A0A165RJI2
159	A0A165RJI2	A0A1H1HVU1	A0A4R6R5S4	A0A165RJI2
160	A0A165RJI2	A0A165WSJ2	A0A4R6R5S4	A0A165RJI2
161	A0A165RJI2	A0A165ZYM6	A0A4R6R5S4	A0A165RJI2
162	A0A1C6T396	A0A1C6T396	A0A7W7M238	A0A1C6T396
163	A0A1D3UTV3	A0A1D3UTV3	A0A1D3UTV3	A0A1D3UTV3
164	A0A1F2PE33	A0A1F2PE33		
165	A0A1G6AU56	A0A1G6AU56	A0A4R6WH34	A0A1G6AU56
166	A0A1G9J0I9	A0A1G9J0I9	A0A1V5W530	A0A1G9J0I9
167	A0A1H0CDM5	A0A1H0CDM5	A0A7W9ZAP9	A0A1H0CDM5
168	A0A1H3WA14	A0A1H3WA14	A0A7W7M238	A0A1H3WA14
169	A0A1H4F951	A0A1H4F951	A0A285NHK7	A0A1H4F951
170	A0A1H4F951	A0A1T4W7E8	A0A285NHK7	A0A1H4F951
171	A0A1H6FGC2	A0A1H6FGC2	A0A4R6R5S4	A0A1H6FGC2
172	A0A1I0LRR2	A0A1I0LRR2	A0A1C5A246	A0A1I0LRR2
173	A0A1I0YXU3	A0A1I0YXU3	A0A4R6LXJ8	A0A1I0YXU3
174	A0A1I4ASU5	A0A1I4ASU5	A0A7W7M238	A0A1I4ASU5
175	A0A1I6MIU8	A0A1I6MIU8	A0A4R6WH34	A0A1I6MIU8
176	A0A1I6MIU8	A0A7Y9GMJ8	A0A4R6WH34	A0A1I6MIU8
177	A0A1T4KRR3	A0A1T4KRR3	A0A4R6WL96	A0A1T4KRR3
178	A0A1T5CFA8	A0A1T5CFA8	A0A4R6WH34	A0A1T5CFA8
179	A0A1T5CFA8	A0A1G5VEX5	A0A4R6WH34	A0A1T5CFA8
180	A0A1T5CFA8	A0A1I7IIP9	A0A4R6WH34	A0A1T5CFA8
181	A0A1T5CFA8	A0A1I7JGQ3	A0A4R6WH34	A0A1T5CFA8
182	A0A1T5CFA8	A0A1M7SW60	A0A4R6WH34	A0A1T5CFA8
183	A0A1T5CFA8	A0A1I1H3Z8	A0A4R6WH34	A0A1T5CFA8
184	A0A1T5CFA8	A0A1G5CFY8	A0A4R6WH34	A0A1T5CFA8
185	A0A1T5CFA8	A0A1G5EBP7	A0A4R6WH34	A0A1T5CFA8
186	A0A1T5CFA8	A0A1H5YCB4	A0A4R6WH34	A0A1T5CFA8
187	A0A1T5CFA8	A0A1I5V0P4	A0A4R6WH34	A0A1T5CFA8
188	A0A1V1V9Z9	A0A1V1V9Z9	A0A1V1V9Z9	A0A1V1V9Z9
189	A0A1V4VV67	A0A1V4VV67	A0A7W7M238	A0A1V4VV67
190	A0A1V4VV67	A0A1V5BJG9	A0A7W7M238	A0A1V4VV67
191	A0A1V4VV67	A0A4Y7RMA2	A0A7W7M238	A0A1V4VV67
192	A0A1V4VV67	A0A4Y7S9D2	A0A7W7M238	A0A1V4VV67
193	A0A1V4VV67	A0A4Y7R6S7	A0A7W7M238	A0A1V4VV67
194	A0A1V4VV67	A0A1V5L083	A0A7W7M238	A0A1V4VV67
195	A0A1V4VV67	A0A1V4VSH7	A0A7W7M238	A0A1V4VV67
196	A0A1V4VV67	A0A5S4ZPR5	A0A7W7M238	A0A1V4VV67
197	A0A1V5D6V7	A0A1V5D6V7	A0A4V2PSG7	A0A1V5D6V7
198	A0A1V5D6V7	A0A1V5E244	A0A4V2PSG7	A0A1V5D6V7
199	A0A1V5D6V7	A0A1V6IRF9	A0A4V2PSG7	A0A1V5D6V7
200	A0A1V5D6V7	A0A1V5E6R5	A0A4V2PSG7	A0A1V5D6V7
201	A0A1V5D6V7	A0A1V4XM26	A0A4V2PSG7	A0A1V5D6V7
202	A0A1V5HUZ6	A0A1V5HUZ6	A0A7W3RPD6	A0A1V5HUZ6
203	A0A1V5KTC7	A0A1V5KTC7	A0A7W7M238	A0A1V5KTC7
204	A0A1V5NWQ6	A0A1V5NWQ6	A0A259UXB3	A0A1V5NWQ6
205	A0A1V5S1C4	A0A1V5S1C4	A0A1V5S1C4	A0A1V5S1C4
206	A0A1V5W3X0	A0A1V5W3X0	A0A7W7M238	A0A1V5W3X0
207	A0A1V6BVZ8	A0A1V6BVZ8	A0A1M5B8R8	A0A1V6BVZ8
208	A0A1V6BVZ8	A0A1V6AN22	A0A1M5B8R8	A0A1V6BVZ8
209	A0A1W1WS14	A0A1W1WS14	A0A1K1XJB1	A0A1W1WS14
210	A0A1W1WS14	A0A1I5SWA6	A0A1K1XJB1	A0A1W1WS14
211	A0A1W1WS14	A0A1Y0HJN1	A0A1K1XJB1	A0A1W1WS14
212	A0A1W5DML3	A0A1W5DML3	A0A1W5DML3	A0A1W5DML3
213	A0A1W5DML3	A0A653RWQ6	A0A1W5DML3	A0A1W5DML3
214	A0A1W5DML3	A0A7S4H515	A0A1W5DML3	A0A1W5DML3
215	A0A1X9MLR2	A0A1X9MLR2	A0A4R6WH34	A0A1X9MLR2
216	A0A222P0Y9	A0A222P0Y9	A0A7W9ZAP9	A0A222P0Y9
217	A0A285MW78	A0A285MW78	A0A7W7M238	A0A285MW78
218	A0A285MW78	A0A2N0FTL8	A0A7W7M238	A0A285MW78
219	A0A285MW78	A0A1K2IRP5	A0A7W7M238	A0A285MW78
220	A0A285MW78	A0A1M6L1J1	A0A7W7M238	A0A285MW78
221	A0A2A3HJ74	A0A2A3HJ74	A0A1M7JJS6	A0A2A3HJ74
222	A0A2A3HJ74	A0A1M6T0M7	A0A1M7JJS6	A0A2A3HJ74
223	A0A2H5XIT9	A0A2H5XIT9	A0A7W7M238	A0A2H5XIT9
224	A0A2H6ECG4	A0A2H6ECG4	A0A259UPC1	A0A2H6ECG4
225	A0A2H6ECG4	A0A1V5TJY3	A0A259UPC1	A0A2H6ECG4
226	A0A2H6ECG4	A0A2H6ELR4	A0A259UPC1	A0A2H6ECG4
227	A0A2K8SNZ2	A0A2K8SNZ2	A0A2K8SNZ2	A0A2K8SNZ2
228	A0A2P4UPT0	A0A2P4UPT0	A0A0B0HVF0	A0A2P4UPT0
229	A0A2R4N2C0	A0A2R4N2C0	A0A7W7M238	A0A2R4N2C0
230	A0A2S6QZ01	A0A2S6QZ01	A0A7W8W7S6	A0A2S6QZ01
231	A0A2S6UPD0	A0A2S6UPD0	A0A1V5RAV3	A0A2S6UPD0
232	A0A2T0AZH7	A0A2T0AZH7	A0A3N6HYN0	A0A2T0AZH7
233	A0A2T4Z445	A0A2T4Z445	A0A839YXT0	A0A2T4Z445
234	A0A2T4Z445	A0A1G6QT01	A0A839YXT0	A0A2T4Z445
235	A0A2U1CE75	A0A2U1CE75	A0A2H6GRU2	A0A2U1CE75
236	A0A2U1CE75	A0A6N3AFJ5	A0A2H6GRU2	A0A2U1CE75
237	A0A2W1JR48	A0A2W1JR48	A0A7W6E9T5	A0A2W1JR48
238	A0A2W7RF06	A0A2W7RF06	A0A1M5UZ49	A0A2W7RF06
239	A0A2W7RF06	A0A327PIX1	A0A1M5UZ49	A0A2W7RF06
240	A0A2W7RF06	A0A1I0Y6U3	A0A1M5UZ49	A0A2W7RF06
241	A0A2W7RF06	A0A1I2RFF8	A0A1M5UZ49	A0A2W7RF06
242	A0A2W7RF06	A0A841MLT0	A0A1M5UZ49	A0A2W7RF06
243	A0A2W7RF06	A0A3E0E8H5	A0A1M5UZ49	A0A2W7RF06
244	A0A2W7RF06	A0A1I6YYB2	A0A1M5UZ49	A0A2W7RF06
245	A0A2W7RF06	A0A326RY27	A0A1M5UZ49	A0A2W7RF06
246	A0A2W7RF06	A0A4R6TAK9	A0A1M5UZ49	A0A2W7RF06
247	A0A2W7RF06	A0A1N6DTB2	A0A1M5UZ49	A0A2W7RF06
248	A0A2W7RF06	A0A1G6PPC8	A0A1M5UZ49	A0A2W7RF06
249	A0A2W7RF06	A0A1M7Z5D4	A0A1M5UZ49	A0A2W7RF06
250	A0A2W7RF06	A0A4Q7PFU5	A0A1M5UZ49	A0A2W7RF06
251	A0A2W7RF06	A0A1N7PX39	A0A1M5UZ49	A0A2W7RF06
252	A0A2W7RF06	A0A2T0WVT4	A0A1M5UZ49	A0A2W7RF06
253	A0A2W7RF06	A0A1W2H8Q2	A0A1M5UZ49	A0A2W7RF06
254	A0A2W7RF06	A0A239DBN7	A0A1M5UZ49	A0A2W7RF06
255	A0A2W7RF06	A0A1H6ZCX7	A0A1M5UZ49	A0A2W7RF06
256	A0A316DAG3	A0A316DAG3	A0A7W7M238	A0A316DAG3
257	A0A317MZZ0	A0A317MZZ0	A0A1K1XJB1	A0A317MZZ0
258	A0A330LHE0	A0A330LHE0	A0A330LHE0	A0A330LHE0
259	A0A366IDA8	A0A366IDA8	A0A1M7RYE3	A0A366IDA8
260	A0A1I3US26	A0A1I3US26	A0A7W9ZAP9	A0A1I3US26
261	A0A1I3US26	A0A8G2C3L8	A0A7W9ZAP9	A0A1I3US26
262	A0A1I6NWX7	A0A1I6NWX7	A0A4R6WH34	A0A1I6NWX7
263	A0A1I6NWX7	A0A2V3W9T3	A0A4R6WH34	A0A1I6NWX7
264	A0A1I6NWX7	A0A1I5SDZ1	A0A4R6WH34	A0A1I6NWX7
265	A0A1J5MXQ8	A0A1J5MXQ8	A0A251XY06	A0A1J5MXQ8
266	A0A1M5L6K7	A0A1M5L6K7	A0A7W7M238	A0A1M5L6K7
267	A0A1M5SPN0	A0A1M5SPN0	A0A839YXT0	A0A1M5SPN0
268	A0A1M5YWM0	A0A1M5YWM0	A0A542VZJ6	A0A1M5YWM0
269	A0A1M5YWM0	A0A1H3RHY4	A0A542VZJ6	A0A1M5YWM0
270	A0A1M5YWM0	A0A1M5VB51	A0A542VZJ6	A0A1M5YWM0
271	A0A1M5YWM0	A0A1M4YYE1	A0A542VZJ6	A0A1M5YWM0
272	A0A1M5YWM0	A0A1H3AK25	A0A542VZJ6	A0A1M5YWM0
273	A0A1M5YWM0	A0A4R3KQ95	A0A542VZJ6	A0A1M5YWM0
274	A0A1M6FMW0	A0A1M6FMW0	A0A6N3EI03	A0A1M6FMW0
275	A0A1M6U705	A0A1M6U705	A0A1K1XJB1	A0A1M6U705
276	A0A1T4LHD5	A0A1T4LHD5	A0A542VZJ6	A0A1T4LHD5
277	A0A1T4W4F5	A0A1T4W4F5	A0A251XY06	A0A1T4W4F5
278	A0A1T5DFJ5	A0A1T5DFJ5	A0A1K1XJB1	A0A1T5DFJ5
279	A0A1V4WBC0	A0A1V4WBC0	A0A1V4WBC0	A0A1V4WBC0
280	A0A1V5I600	A0A1V5I600	A0A1V5W530	A0A1V5I600
281	A0A1V5I600	A0A1V5W5I8	A0A1V5W530	A0A1V5I600
282	A0A1V5LD33	A0A1V5LD33	A0A4R6WL96	A0A1V5LD33
283	A0A1V5PP03	A0A1V5PP03	A0A2K4ZCZ0	A0A1V5PP03
284	A0A1V5T884	A0A1V5T884	A0A285NHK7	A0A1V5T884
285	A0A1V5T884	A0A1V5WHZ4	A0A285NHK7	A0A1V5T884
286	A0A1V5W8N0	A0A1V5W8N0	A0A1M7RYE3	A0A1V5W8N0
287	A0A1V6A5P0	A0A1V6A5P0	A0A259UXB3	A0A1V6A5P0
288	A0A1W6UBV8	A0A1W6UBV8	A0A1K1XJB1	A0A1W6UBV8
289	A0A1W6UBV8	UPI0003A09FEE	A0A1K1XJB1	A0A1W6UBV8
290	A0A1W6UBV8	A0A4R2G1Q4	A0A1K1XJB1	A0A1W6UBV8
291	A0A1W6UBV8	A0A1C3JKE4	A0A1K1XJB1	A0A1W6UBV8
292	A0A1W6UBV8	A0A8B3WI60	A0A1K1XJB1	A0A1W6UBV8
293	A0A1W6UBV8	A0A1W6VJ83	A0A1K1XJB1	A0A1W6UBV8
294	A0A1W6UBV8	UPI0003A202B7	A0A1K1XJB1	A0A1W6UBV8
295	A0A1W6UBV8	A0A240ELA6	A0A1K1XJB1	A0A1W6UBV8
296	A0A1W6UBV8	A0A7Y4BY51	A0A1K1XJB1	A0A1W6UBV8
297	A0A1W6UBV8	A0A128EWJ5	A0A1K1XJB1	A0A1W6UBV8
298	A0A1W6UBV8	A0A1H5S590	A0A1K1XJB1	A0A1W6UBV8
299	A0A1W6UBV8	UPI0005EF8EF7	A0A1K1XJB1	A0A1W6UBV8
300	A0A1W6UBV8	UPI0018F136A4	A0A1K1XJB1	A0A1W6UBV8
301	A0A1W6UBV8	UPI0018F26512	A0A1K1XJB1	A0A1W6UBV8
302	A0A1W6UBV8	A0A5P9BFJ0	A0A1K1XJB1	A0A1W6UBV8
303	A0A1W6UBV8	UPI000CE4019E	A0A1K1XJB1	A0A1W6UBV8
304	A0A1W6UBV8	A0A8X8P9V8	A0A1K1XJB1	A0A1W6UBV8
305	A0A1W6UBV8	UPI0010458B8F	A0A1K1XJB1	A0A1W6UBV8
306	A0A1W6UBV8	A0A4R2F6M6	A0A1K1XJB1	A0A1W6UBV8
307	A0A1W6UBV8	UPI00039B3A93	A0A1K1XJB1	A0A1W6UBV8
308	A0A1W6UBV8	UPI00163EADFF	A0A1K1XJB1	A0A1W6UBV8
309	A0A1W6UBV8	A0A6B8NDX6	A0A1K1XJB1	A0A1W6UBV8
310	A0A1W6UBV8	A0A1C3IIG0	A0A1K1XJB1	A0A1W6UBV8
311	A0A1W6UBV8	A0A2S7W436	A0A1K1XJB1	A0A1W6UBV8
312	A0A1W6UBV8	UPI0005856346	A0A1K1XJB1	A0A1W6UBV8
313	A0A1W6UBV8	UPI001F025347	A0A1K1XJB1	A0A1W6UBV8
314	A0A1W6UBV8	A0A2G4AVB5	A0A1K1XJB1	A0A1W6UBV8
315	A0A1X7AKA7	A0A1X7AKA7	A0A1I1ZHQ3	A0A1X7AKA7
